Customer_id,Recency,Frequency,Total,R,F,M,RFM_score
CUSTOMER_05050,294,1,58.16,2,1,2,212
CUSTOMER_05051,461,1,984.72,1,1,5,115
CUSTOMER_05052,296,1,765.8000000000001,2,1,5,215
CUSTOMER_05053,435,1,427.1,1,1,5,115
CUSTOMER_05054,325,1,132.07999999999998,2,1,4,214
CUSTOMER_05055,130,1,103.36,4,1,3,413
CUSTOMER_05056,165,1,67.5,4,1,2,412
CUSTOMER_05057,132,1,105.44,4,1,3,413
CUSTOMER_05058,541,1,216.27,1,1,5,115
CUSTOMER_05059,308,1,58.14,2,1,2,212
CUSTOMER_05060,162,1,466.9,4,1,5,415
CUSTOMER_05061,532,1,49.519999999999996,1,1,1,111
CUSTOMER_05062,255,1,30.4,2,1,1,211
CUSTOMER_05063,302,1,105.36999999999999,2,1,3,213
CUSTOMER_05064,102,1,38.29,4,1,1,411
CUSTOMER_05065,441,1,83.23,1,1,2,112
CUSTOMER_05066,4,1,47.58,5,1,1,511
CUSTOMER_05067,306,1,96.57,2,1,3,213
CUSTOMER_05068,244,1,43.68,3,1,1,311
CUSTOMER_05069,33,1,51.56,5,1,1,511
CUSTOMER_05070,232,1,276.35,3,1,5,315
CUSTOMER_05071,125,1,193.65,4,1,4,414
CUSTOMER_05072,244,1,81.63000000000001,3,1,2,312
CUSTOMER_05073,34,1,60.19,5,1,2,512
CUSTOMER_05074,482,1,109.67999999999999,1,1,3,113
CUSTOMER_05075,96,1,43.28,4,1,1,411
CUSTOMER_05076,240,1,202.45,3,1,5,315
CUSTOMER_05077,293,1,49.64,2,1,1,211
CUSTOMER_05078,6,1,269.97,5,1,5,515
CUSTOMER_05079,311,1,61.12,2,1,2,212
CUSTOMER_05080,537,1,268.08,1,1,5,115
CUSTOMER_05081,63,1,924.1200000000001,5,1,5,515
CUSTOMER_05082,320,1,58.519999999999996,2,1,2,212
CUSTOMER_05083,31,1,143.82,5,1,4,514
CUSTOMER_05084,158,1,89.85000000000001,4,1,3,413
CUSTOMER_05085,85,1,69.22,5,1,2,512
CUSTOMER_05086,661,1,149.39,1,1,4,114
CUSTOMER_05087,145,1,279.78,4,1,5,415
CUSTOMER_05088,56,1,239.91,5,1,5,515
CUSTOMER_05089,265,1,54.39,2,1,2,212
CUSTOMER_05090,131,1,111.72,4,1,3,413
CUSTOMER_05091,363,1,61.11,2,1,2,212
CUSTOMER_05092,401,1,175.4,1,1,4,114
CUSTOMER_05093,455,1,197.35,1,1,4,114
CUSTOMER_05094,144,1,188.06,4,1,4,414
CUSTOMER_05095,240,1,305.67999999999995,3,1,5,315
CUSTOMER_05096,9,1,114.77,5,1,3,513
CUSTOMER_05097,145,1,73.77,4,1,2,412
CUSTOMER_05098,96,1,155.28,4,1,4,414
CUSTOMER_05099,136,1,586.43,4,1,5,415
CUSTOMER_05100,329,1,75.69,2,1,2,212
CUSTOMER_05101,174,1,96.01,3,1,3,313
CUSTOMER_05102,401,1,213.9,1,1,5,115
CUSTOMER_05103,353,1,86.73,2,1,3,213
CUSTOMER_05104,437,1,77.57,1,1,2,112
CUSTOMER_05105,93,1,61.79,5,1,2,512
CUSTOMER_05106,16,1,143.49,5,1,4,514
CUSTOMER_05107,128,1,38.129999999999995,4,1,1,411
CUSTOMER_05108,210,1,234.46,3,1,5,315
CUSTOMER_05109,6,1,70.89,5,1,2,512
CUSTOMER_05110,182,1,44.089999999999996,3,1,1,311
CUSTOMER_05111,110,1,143.58999999999997,4,1,4,414
CUSTOMER_05112,287,1,647.54,2,1,5,215
CUSTOMER_05113,376,1,39.17,1,1,1,111
CUSTOMER_05114,106,1,198.82999999999998,4,1,4,414
CUSTOMER_05115,72,1,29.79,5,1,1,511
CUSTOMER_05116,157,1,251.75,4,1,5,415
CUSTOMER_05117,34,1,117.41,5,1,3,513
CUSTOMER_05118,503,1,47.68,1,1,1,111
CUSTOMER_05119,167,1,39.089999999999996,4,1,1,411
CUSTOMER_05120,171,1,51.84,4,1,1,411
CUSTOMER_05121,12,1,32.92,5,1,1,511
CUSTOMER_05122,77,1,32.37,5,1,1,511
CUSTOMER_05123,91,1,175.08,5,1,4,514
CUSTOMER_05124,168,1,43.78,4,1,1,411
CUSTOMER_05125,94,1,68.22,5,1,2,512
CUSTOMER_05126,46,1,21.49,5,1,1,511
CUSTOMER_05127,175,1,87.55000000000001,3,1,3,313
CUSTOMER_05128,100,1,172.13,4,1,4,414
CUSTOMER_05129,302,1,1755.21,2,1,5,215
CUSTOMER_05130,91,1,318.97,5,1,5,515
CUSTOMER_05131,335,1,1260.76,2,1,5,215
CUSTOMER_05132,399,1,36.75,1,1,1,111
CUSTOMER_05133,93,1,61.129999999999995,5,1,2,512
CUSTOMER_05134,236,1,99.7,3,1,3,313
CUSTOMER_05135,221,1,105.77,3,1,3,313
CUSTOMER_05136,154,1,321.82,4,1,5,415
CUSTOMER_05137,97,1,69.9,4,1,2,412
CUSTOMER_05138,165,1,38.089999999999996,4,1,1,411
CUSTOMER_05139,362,1,77.57,2,1,2,212
CUSTOMER_05140,268,1,44.089999999999996,2,1,1,211
CUSTOMER_05141,487,1,101.14,1,1,3,113
CUSTOMER_05142,466,1,155.4,1,1,4,114
CUSTOMER_05143,206,1,45.1,3,1,1,311
CUSTOMER_05144,360,1,114.44,2,1,3,213
CUSTOMER_05145,333,1,440.71,2,1,5,215
CUSTOMER_05146,190,1,95.97999999999999,3,1,3,313
CUSTOMER_05147,39,1,109.97,5,1,3,513
CUSTOMER_05148,12,1,45.28,5,1,1,511
CUSTOMER_05149,248,1,86.15,3,1,3,313
CUSTOMER_05150,224,1,65.43,3,1,2,312
CUSTOMER_05151,384,1,195.0,1,1,4,114
CUSTOMER_05152,84,1,89.74,5,1,3,513
CUSTOMER_05153,289,1,65.71000000000001,2,1,2,212
CUSTOMER_05154,124,1,35.93,4,1,1,411
CUSTOMER_05155,174,1,133.25,3,1,4,314
CUSTOMER_05156,60,1,102.86,5,1,3,513
CUSTOMER_05157,251,1,984.2,2,1,5,215
CUSTOMER_05158,297,1,155.45000000000002,2,1,4,214
CUSTOMER_05159,390,1,636.74,1,1,5,115
CUSTOMER_05160,231,1,104.85,3,1,3,313
CUSTOMER_05161,183,1,128.48000000000002,3,1,4,314
CUSTOMER_05162,299,1,112.71000000000001,2,1,3,213
CUSTOMER_05163,542,1,48.25,1,1,1,111
CUSTOMER_05164,396,1,105.28,1,1,3,113
CUSTOMER_05165,249,1,32.769999999999996,3,1,1,311
CUSTOMER_05166,164,1,123.05,4,1,3,413
CUSTOMER_05167,375,1,66.05,1,1,2,112
CUSTOMER_05168,77,1,127.3,5,1,3,513
CUSTOMER_05169,49,1,106.07000000000001,5,1,3,513
CUSTOMER_05170,149,1,199.79000000000002,4,1,4,414
CUSTOMER_05171,16,1,164.12,5,1,4,514
CUSTOMER_05172,497,1,52.42,1,1,1,111
CUSTOMER_05173,18,1,150.56,5,1,4,514
CUSTOMER_05174,81,1,233.45,5,1,5,515
CUSTOMER_05175,209,1,28.7,3,1,1,311
CUSTOMER_05176,320,1,90.79,2,1,3,213
CUSTOMER_05177,457,1,38.39,1,1,1,111
CUSTOMER_05178,344,1,50.0,2,1,1,211
CUSTOMER_05179,465,1,222.02,1,1,5,115
CUSTOMER_05180,23,1,90.83,5,1,3,513
CUSTOMER_05181,135,1,43.22,4,1,1,411
CUSTOMER_05182,205,1,106.29,3,1,3,313
CUSTOMER_05183,97,1,46.22,4,1,1,411
CUSTOMER_05184,71,1,120.24000000000001,5,1,3,513
CUSTOMER_05185,91,1,93.4,5,1,3,513
CUSTOMER_05186,52,1,64.32,5,1,2,512
CUSTOMER_05187,139,1,235.39,4,1,5,415
CUSTOMER_05188,29,1,46.16,5,1,1,511
CUSTOMER_05189,79,1,168.19,5,1,4,514
CUSTOMER_05190,237,1,48.14,3,1,1,311
CUSTOMER_05191,25,1,103.93,5,1,3,513
CUSTOMER_05192,287,1,141.79,2,1,4,214
CUSTOMER_05193,148,1,205.99,4,1,5,415
CUSTOMER_05194,400,1,29.38,1,1,1,111
CUSTOMER_05195,144,1,70.35,4,1,2,412
CUSTOMER_05196,139,1,250.48000000000002,4,1,5,415
CUSTOMER_05197,221,1,44.53,3,1,1,311
CUSTOMER_05198,138,1,52.29,4,1,1,411
CUSTOMER_05199,243,1,63.0,3,1,2,312
CUSTOMER_05200,440,1,163.39,1,1,4,114
CUSTOMER_05201,375,1,33.17,1,1,1,111
CUSTOMER_05202,11,1,48.83,5,1,1,511
CUSTOMER_05203,518,1,89.56,1,1,3,113
CUSTOMER_05204,216,1,68.89,3,1,2,312
CUSTOMER_05205,24,1,36.42,5,1,1,511
CUSTOMER_05206,563,1,305.44,1,1,5,115
CUSTOMER_05207,62,1,53.54,5,1,1,511
CUSTOMER_05208,391,1,173.36,1,1,4,114
CUSTOMER_05209,54,1,167.01999999999998,5,1,4,514
CUSTOMER_05210,213,1,70.42,3,1,2,312
CUSTOMER_05211,376,1,56.78,1,1,2,112
CUSTOMER_05212,119,1,301.42,4,1,5,415
CUSTOMER_05213,35,1,236.7,5,1,5,515
CUSTOMER_05214,165,1,131.94,4,1,4,414
CUSTOMER_05215,124,1,4175.26,4,1,5,415
CUSTOMER_05216,117,1,41.32,4,1,1,411
CUSTOMER_05217,174,1,216.13,3,1,5,315
CUSTOMER_05218,30,1,338.87,5,1,5,515
CUSTOMER_05219,421,1,165.67000000000002,1,1,4,114
CUSTOMER_05220,280,1,378.84000000000003,2,1,5,215
CUSTOMER_05221,54,1,76.09,5,1,2,512
CUSTOMER_05222,498,1,147.65,1,1,4,114
CUSTOMER_05223,362,1,86.2,2,1,3,213
CUSTOMER_05224,76,1,352.76,5,1,5,515
CUSTOMER_05225,314,1,82.10000000000001,2,1,2,212
CUSTOMER_05226,221,1,48.47,3,1,1,311
CUSTOMER_05227,114,1,23.39,4,1,1,411
CUSTOMER_05228,362,1,137.07,2,1,4,214
CUSTOMER_05229,300,1,192.92000000000002,2,1,4,214
CUSTOMER_05230,257,1,77.1,2,1,2,212
CUSTOMER_05231,79,1,57.69,5,1,2,512
CUSTOMER_05232,370,1,70.12,1,1,2,112
CUSTOMER_05233,78,1,99.6,5,1,3,513
CUSTOMER_05234,105,1,284.22999999999996,4,1,5,415
CUSTOMER_05235,102,1,108.46000000000001,4,1,3,413
CUSTOMER_05236,474,1,27.96,1,1,1,111
CUSTOMER_05237,427,1,78.37,1,1,2,112
CUSTOMER_05238,306,1,31.75,2,1,1,211
CUSTOMER_05239,496,1,129.14999999999998,1,1,4,114
CUSTOMER_05240,160,1,38.17,4,1,1,411
CUSTOMER_05241,64,1,212.25,5,1,5,515
CUSTOMER_05242,327,1,45.79,2,1,1,211
CUSTOMER_05243,322,1,87.86000000000001,2,1,3,213
CUSTOMER_05244,360,1,45.77,2,1,1,211
CUSTOMER_05245,110,1,95.42999999999999,4,1,3,413
CUSTOMER_05246,245,1,43.58,3,1,1,311
CUSTOMER_05247,167,1,267.89,4,1,5,415
CUSTOMER_05248,510,1,248.10000000000002,1,1,5,115
CUSTOMER_05249,134,1,405.52,4,1,5,415
CUSTOMER_05250,195,1,418.90999999999997,3,1,5,315
CUSTOMER_05251,92,1,120.22,5,1,3,513
CUSTOMER_05252,408,1,92.05,1,1,3,113
CUSTOMER_05253,258,1,77.08,2,1,2,212
CUSTOMER_05254,161,1,104.64999999999999,4,1,3,413
CUSTOMER_05255,70,1,90.39,5,1,3,513
CUSTOMER_05256,103,1,106.85,4,1,3,413
CUSTOMER_05257,427,1,115.0,1,1,3,113
CUSTOMER_05258,191,1,803.24,3,1,5,315
CUSTOMER_05259,263,1,209.21,2,1,5,215
CUSTOMER_05260,246,1,63.82,3,1,2,312
CUSTOMER_05261,368,1,219.72,2,1,5,215
CUSTOMER_05262,422,1,100.95,1,1,3,113
CUSTOMER_05263,354,1,73.15,2,1,2,212
CUSTOMER_05264,67,1,107.47,5,1,3,513
CUSTOMER_05265,61,1,160.49,5,1,4,514
CUSTOMER_05266,75,1,917.8,5,1,5,515
CUSTOMER_05267,154,1,73.52,4,1,2,412
CUSTOMER_05268,536,1,441.32000000000005,1,1,5,115
CUSTOMER_05269,233,1,50.44,3,1,1,311
CUSTOMER_05270,230,1,71.99,3,1,2,312
CUSTOMER_05271,121,1,129.74,4,1,4,414
CUSTOMER_05272,165,1,193.44,4,1,4,414
CUSTOMER_05273,85,1,164.54,5,1,4,514
CUSTOMER_05274,243,1,135.07999999999998,3,1,4,314
CUSTOMER_05275,14,1,67.44,5,1,2,512
CUSTOMER_05276,327,1,378.08000000000004,2,1,5,215
CUSTOMER_05277,138,1,659.28,4,1,5,415
CUSTOMER_05278,432,1,25.09,1,1,1,111
CUSTOMER_05279,536,1,37.96,1,1,1,111
CUSTOMER_05280,532,1,396.72999999999996,1,1,5,115
CUSTOMER_05281,260,1,101.73,2,1,3,213
CUSTOMER_05282,87,1,89.24,5,1,3,513
CUSTOMER_05283,197,1,312.82,3,1,5,315
CUSTOMER_05284,303,1,45.82,2,1,1,211
CUSTOMER_05285,202,1,54.0,3,1,1,311
CUSTOMER_05286,134,1,38.78,4,1,1,411
CUSTOMER_05287,87,1,101.05000000000001,5,1,3,513
CUSTOMER_05288,489,1,75.62,1,1,2,112
CUSTOMER_05289,132,1,35.75,4,1,1,411
CUSTOMER_05290,239,1,209.2,3,1,5,315
CUSTOMER_05291,214,1,41.75,3,1,1,311
CUSTOMER_05292,166,1,67.5,4,1,2,412
CUSTOMER_05293,110,1,25.87,4,1,1,411
CUSTOMER_05294,374,1,74.16,1,1,2,112
CUSTOMER_05295,422,1,75.08,1,1,2,112
CUSTOMER_05296,274,1,158.25,2,1,4,214
CUSTOMER_05297,36,1,113.33000000000001,5,1,3,513
CUSTOMER_05298,173,1,50.85,3,1,1,311
CUSTOMER_05299,124,1,130.69,4,1,4,414
CUSTOMER_05300,118,1,65.23,4,1,2,412
CUSTOMER_05301,107,1,55.75,4,1,2,412
CUSTOMER_05302,192,1,38.089999999999996,3,1,1,311
CUSTOMER_05303,327,1,49.59,2,1,1,211
CUSTOMER_05304,189,1,76.18,3,1,2,312
CUSTOMER_05305,296,1,157.13,2,1,4,214
CUSTOMER_05306,208,1,87.23,3,1,3,313
CUSTOMER_05307,149,1,191.83,4,1,4,414
CUSTOMER_05308,77,1,88.89999999999999,5,1,3,513
CUSTOMER_05309,537,1,27.78,1,1,1,111
CUSTOMER_05310,52,1,48.22,5,1,1,511
CUSTOMER_05311,137,1,35.44,4,1,1,411
CUSTOMER_05312,363,1,47.77,2,1,1,211
CUSTOMER_05313,98,1,147.64,4,1,4,414
CUSTOMER_05314,202,1,80.67,3,1,2,312
CUSTOMER_05315,88,1,266.34000000000003,5,1,5,515
CUSTOMER_05316,377,1,203.54,1,1,5,115
CUSTOMER_05317,321,1,41.85,2,1,1,211
CUSTOMER_05318,114,1,129.64000000000001,4,1,4,414
CUSTOMER_05319,280,1,450.15999999999997,2,1,5,215
CUSTOMER_05320,263,1,59.01,2,1,2,212
CUSTOMER_05321,538,1,462.63,1,1,5,115
CUSTOMER_05322,510,1,105.72999999999999,1,1,3,113
CUSTOMER_05323,256,1,147.38,2,1,4,214
CUSTOMER_05324,153,1,294.7,4,1,5,415
CUSTOMER_05325,232,1,70.12,3,1,2,312
CUSTOMER_05326,59,1,199.24,5,1,4,514
CUSTOMER_05327,202,1,143.65,3,1,4,314
CUSTOMER_05328,293,1,102.74000000000001,2,1,3,213
CUSTOMER_05329,73,1,223.36,5,1,5,515
CUSTOMER_05330,35,1,118.35,5,1,3,513
CUSTOMER_05331,210,1,65.00999999999999,3,1,2,312
CUSTOMER_05332,487,1,104.7,1,1,3,113
CUSTOMER_05333,532,1,213.53,1,1,5,115
CUSTOMER_05334,101,1,58.83,4,1,2,412
CUSTOMER_05335,384,1,46.53,1,1,1,111
CUSTOMER_05336,153,1,306.4,4,1,5,415
CUSTOMER_05337,80,1,38.06,5,1,1,511
CUSTOMER_05338,54,1,234.57,5,1,5,515
CUSTOMER_05339,557,1,52.11,1,1,1,111
CUSTOMER_05340,91,1,118.43,5,1,3,513
CUSTOMER_05341,551,1,39.95,1,1,1,111
CUSTOMER_05342,661,1,69.49,1,1,2,112
CUSTOMER_05343,435,1,164.38,1,1,4,114
CUSTOMER_05344,289,1,31.75,2,1,1,211
CUSTOMER_05345,506,1,254.84,1,1,5,115
CUSTOMER_05346,494,1,38.480000000000004,1,1,1,111
CUSTOMER_05347,241,1,33.75,3,1,1,311
CUSTOMER_05348,302,1,74.05,2,1,2,212
CUSTOMER_05349,10,1,625.78,5,1,5,515
CUSTOMER_05350,344,1,283.62,2,1,5,215
CUSTOMER_05351,70,1,172.10000000000002,5,1,4,514
CUSTOMER_05352,64,1,362.41,5,1,5,515
CUSTOMER_05353,77,1,147.99,5,1,4,514
CUSTOMER_05354,47,1,157.20000000000002,5,1,4,514
CUSTOMER_05355,473,1,51.68,1,1,1,111
CUSTOMER_05356,144,1,84.32,4,1,2,412
CUSTOMER_05357,92,1,40.78,5,1,1,511
CUSTOMER_05358,56,1,51.379999999999995,5,1,1,511
CUSTOMER_05359,400,1,43.0,1,1,1,111
CUSTOMER_05360,83,1,244.05,5,1,5,515
CUSTOMER_05361,137,1,47.29,4,1,1,411
CUSTOMER_05362,246,1,206.76,3,1,5,315
CUSTOMER_05363,99,1,133.69,4,1,4,414
CUSTOMER_05364,187,1,33.589999999999996,3,1,1,311
CUSTOMER_05365,207,1,128.02,3,1,3,313
CUSTOMER_05366,170,1,113.30999999999999,4,1,3,413
CUSTOMER_05367,89,1,277.75,5,1,5,515
CUSTOMER_05368,216,1,101.01,3,1,3,313
CUSTOMER_05369,271,1,50.1,2,1,1,211
CUSTOMER_05370,159,1,169.49,4,1,4,414
CUSTOMER_05371,58,1,556.12,5,1,5,515
CUSTOMER_05372,231,1,129.24,3,1,4,314
CUSTOMER_05373,183,1,163.97,3,1,4,314
CUSTOMER_05374,77,1,116.57,5,1,3,513
CUSTOMER_05375,243,1,103.55000000000001,3,1,3,313
CUSTOMER_05376,303,1,49.1,2,1,1,211
CUSTOMER_05377,284,1,607.87,2,1,5,215
CUSTOMER_05378,343,1,85.52000000000001,2,1,3,213
CUSTOMER_05379,50,1,57.43,5,1,2,512
CUSTOMER_05380,22,1,63.42,5,1,2,512
CUSTOMER_05381,362,1,223.14,2,1,5,215
CUSTOMER_05382,203,1,106.87,3,1,3,313
CUSTOMER_05383,469,1,27.86,1,1,1,111
CUSTOMER_05384,659,1,74.74,1,1,2,112
CUSTOMER_05385,165,1,68.02,4,1,2,412
CUSTOMER_05386,79,1,70.38,5,1,2,512
CUSTOMER_05387,17,1,31.11,5,1,1,511
CUSTOMER_05388,486,1,214.56,1,1,5,115
CUSTOMER_05389,25,1,33.22,5,1,1,511
CUSTOMER_05390,517,1,74.57,1,1,2,112
CUSTOMER_05391,185,1,185.94,3,1,4,314
CUSTOMER_05392,224,1,188.94,3,1,4,314
CUSTOMER_05393,320,1,55.11,2,1,2,212
CUSTOMER_05394,144,1,555.3199999999999,4,1,5,415
CUSTOMER_05395,248,1,368.94,3,1,5,315
CUSTOMER_05396,244,1,33.0,3,1,1,311
CUSTOMER_05397,523,1,68.97,1,1,2,112
CUSTOMER_05398,72,1,30.22,5,1,1,511
CUSTOMER_05399,308,1,26.58,2,1,1,211
CUSTOMER_05400,390,1,263.47,1,1,5,115
CUSTOMER_05401,323,1,277.02,2,1,5,215
CUSTOMER_05402,253,1,145.14,2,1,4,214
CUSTOMER_05403,81,1,125.53,5,1,3,513
CUSTOMER_05404,42,1,99.65,5,1,3,513
CUSTOMER_05405,328,1,93.67999999999999,2,1,3,213
CUSTOMER_05406,458,1,338.96000000000004,1,1,5,115
CUSTOMER_05407,296,1,63.09,2,1,2,212
CUSTOMER_05408,108,1,173.59,4,1,4,414
CUSTOMER_05409,78,1,98.09,5,1,3,513
CUSTOMER_05410,237,1,124.96,3,1,3,313
CUSTOMER_05411,297,1,64.0,2,1,2,212
CUSTOMER_05412,204,1,131.87,3,1,4,314
CUSTOMER_05413,80,1,53.32,5,1,1,511
CUSTOMER_05414,151,1,45.31,4,1,1,411
CUSTOMER_05415,36,1,142.54,5,1,4,514
CUSTOMER_05416,63,1,229.42000000000002,5,1,5,515
CUSTOMER_05417,472,1,189.60999999999999,1,1,4,114
CUSTOMER_05418,106,1,282.40999999999997,4,1,5,415
CUSTOMER_05419,312,1,175.77,2,1,4,214
CUSTOMER_05420,259,1,286.64,2,1,5,215
CUSTOMER_05421,308,1,165.53,2,1,4,214
CUSTOMER_05422,197,1,142.57,3,1,4,314
CUSTOMER_05423,285,1,50.1,2,1,1,211
CUSTOMER_05424,159,1,169.49,4,1,4,414
CUSTOMER_05425,414,1,279.33000000000004,1,1,5,115
CUSTOMER_05426,242,1,115.4,3,1,3,313
CUSTOMER_05427,81,1,76.86,5,1,2,512
CUSTOMER_05428,54,1,48.22,5,1,1,511
CUSTOMER_05429,137,1,37.61,4,1,1,411
CUSTOMER_05430,406,1,58.62,1,1,2,112
CUSTOMER_05431,336,1,253.19,2,1,5,215
CUSTOMER_05432,141,1,174.74,4,1,4,414
CUSTOMER_05433,435,1,177.44,1,1,4,114
CUSTOMER_05434,10,1,101.86,5,1,3,513
CUSTOMER_05435,236,1,72.43,3,1,2,312
CUSTOMER_05436,110,1,74.48,4,1,2,412
CUSTOMER_05437,267,1,159.11,2,1,4,214
CUSTOMER_05438,241,1,195.73000000000002,3,1,4,314
CUSTOMER_05439,215,1,71.05,3,1,2,312
CUSTOMER_05440,171,1,174.88,4,1,4,414
CUSTOMER_05441,76,1,79.28999999999999,5,1,2,512
CUSTOMER_05442,150,1,37.0,4,1,1,411
CUSTOMER_05443,117,1,150.83,4,1,4,414
CUSTOMER_05444,256,1,56.5,2,1,2,212
CUSTOMER_05445,131,1,378.0,4,1,5,415
CUSTOMER_05446,97,1,127.12,4,1,3,413
CUSTOMER_05447,49,1,283.8,5,1,5,515
CUSTOMER_05448,207,1,431.92,3,1,5,315
CUSTOMER_05449,43,1,143.49,5,1,4,514
CUSTOMER_05450,362,1,124.47999999999999,2,1,3,213
CUSTOMER_05451,154,1,381.88,4,1,5,415
CUSTOMER_05452,160,1,220.18,4,1,5,415
CUSTOMER_05453,546,1,87.27000000000001,1,1,3,113
CUSTOMER_05454,200,1,53.05,3,1,1,311
CUSTOMER_05455,448,1,116.44999999999999,1,1,3,113
CUSTOMER_05456,506,1,125.41,1,1,3,113
CUSTOMER_05457,249,1,65.61,3,1,2,312
CUSTOMER_05458,110,1,56.22,4,1,2,412
CUSTOMER_05459,51,1,216.29000000000002,5,1,5,515
CUSTOMER_05460,71,1,68.13,5,1,2,512
CUSTOMER_05461,515,1,36.099999999999994,1,1,1,111
CUSTOMER_05462,171,1,63.6,4,1,2,412
CUSTOMER_05463,134,1,27.79,4,1,1,411
CUSTOMER_05464,5,1,108.63000000000001,5,1,3,513
CUSTOMER_05465,42,1,45.2,5,1,1,511
CUSTOMER_05466,264,1,275.78,2,1,5,215
CUSTOMER_05467,121,1,263.9,4,1,5,415
CUSTOMER_05468,426,1,61.01,1,1,2,112
CUSTOMER_05469,263,1,71.72,2,1,2,212
CUSTOMER_05470,104,1,72.77000000000001,4,1,2,412
CUSTOMER_05471,180,1,236.20999999999998,3,1,5,315
CUSTOMER_05472,482,1,84.05000000000001,1,1,2,112
CUSTOMER_05473,160,1,141.55,4,1,4,414
CUSTOMER_05474,141,1,192.68,4,1,4,414
CUSTOMER_05475,400,1,163.79,1,1,4,114
CUSTOMER_05476,360,1,91.18,2,1,3,213
CUSTOMER_05477,386,1,198.26000000000002,1,1,4,114
CUSTOMER_05478,162,1,80.17999999999999,4,1,2,412
CUSTOMER_05479,360,1,105.83,2,1,3,213
CUSTOMER_05480,375,1,420.23999999999995,1,1,5,115
CUSTOMER_05481,184,1,84.22999999999999,3,1,2,312
CUSTOMER_05482,304,1,13664.08,2,1,5,215
CUSTOMER_05483,155,1,45.61,4,1,1,411
CUSTOMER_05484,61,1,197.26000000000002,5,1,4,514
CUSTOMER_05485,337,1,350.19,2,1,5,215
CUSTOMER_05486,41,1,132.46,5,1,4,514
CUSTOMER_05487,262,1,107.78,2,1,3,213
CUSTOMER_05488,462,1,101.14,1,1,3,113
CUSTOMER_05489,461,1,106.85,1,1,3,113
CUSTOMER_05490,225,1,35.11,3,1,1,311
CUSTOMER_05491,381,1,72.14,1,1,2,112
CUSTOMER_05492,137,1,124.66,4,1,3,413
CUSTOMER_05493,337,1,208.89000000000001,2,1,5,215
CUSTOMER_05494,137,1,42.39,4,1,1,411
CUSTOMER_05495,144,1,50.129999999999995,4,1,1,411
CUSTOMER_05496,475,1,111.21000000000001,1,1,3,113
CUSTOMER_05497,336,1,297.37,2,1,5,215
CUSTOMER_05498,56,1,134.32,5,1,4,514
CUSTOMER_05499,74,1,149.20000000000002,5,1,4,514
CUSTOMER_05500,193,1,45.77,3,1,1,311
CUSTOMER_05501,111,1,209.65,4,1,5,415
CUSTOMER_05502,501,1,166.78,1,1,4,114
CUSTOMER_05503,257,1,260.91,2,1,5,215
CUSTOMER_05504,141,1,85.36,4,1,3,413
CUSTOMER_05505,376,1,131.02,1,1,4,114
CUSTOMER_05506,84,1,201.96,5,1,5,515
CUSTOMER_05507,70,1,88.22,5,1,3,513
CUSTOMER_05508,238,1,120.18,3,1,3,313
CUSTOMER_05509,389,1,62.01,1,1,2,112
CUSTOMER_05510,400,1,29.6,1,1,1,111
CUSTOMER_05511,540,1,35.86,1,1,1,111
CUSTOMER_05512,13,1,101.25,5,1,3,513
CUSTOMER_05513,260,1,97.71000000000001,2,1,3,213
CUSTOMER_05514,397,1,188.73,1,1,4,114
CUSTOMER_05515,165,1,21.43,4,1,1,411
CUSTOMER_05516,96,1,226.7,4,1,5,415
CUSTOMER_05517,214,1,71.64,3,1,2,312
CUSTOMER_05518,342,1,118.01,2,1,3,213
CUSTOMER_05519,508,1,35.42,1,1,1,111
CUSTOMER_05520,131,1,179.38,4,1,4,414
CUSTOMER_05521,105,1,106.6,4,1,3,413
CUSTOMER_05522,95,1,42.66,4,1,1,411
CUSTOMER_05523,245,1,77.57,3,1,2,312
CUSTOMER_05524,396,1,77.65,1,1,2,112
CUSTOMER_05525,346,1,107.78,2,1,3,213
CUSTOMER_05526,258,1,124.52000000000001,2,1,3,213
CUSTOMER_05527,469,1,347.89,1,1,5,115
CUSTOMER_05528,313,1,99.7,2,1,3,213
CUSTOMER_05529,11,1,219.15,5,1,5,515
CUSTOMER_05530,148,1,106.78,4,1,3,413
CUSTOMER_05531,316,1,43.69,2,1,1,211
CUSTOMER_05532,128,1,298.83,4,1,5,415
CUSTOMER_05533,422,1,103.55000000000001,1,1,3,113
CUSTOMER_05534,362,1,55.0,2,1,2,212
CUSTOMER_05535,39,1,262.67,5,1,5,515
CUSTOMER_05536,286,1,73.34,2,1,2,212
CUSTOMER_05537,136,1,187.76,4,1,4,414
CUSTOMER_05538,270,1,36.35,2,1,1,211
CUSTOMER_05539,263,1,196.99,2,1,4,214
CUSTOMER_05540,398,1,211.81,1,1,5,115
CUSTOMER_05541,153,1,154.48000000000002,4,1,4,414
CUSTOMER_05542,107,1,64.58,4,1,2,412
CUSTOMER_05543,67,1,277.5,5,1,5,515
CUSTOMER_05544,206,1,89.88000000000001,3,1,3,313
CUSTOMER_05545,117,1,107.76,4,1,3,413
CUSTOMER_05546,554,1,125.8,1,1,3,113
CUSTOMER_05547,364,1,61.800000000000004,2,1,2,212
CUSTOMER_05548,146,1,66.97999999999999,4,1,2,412
CUSTOMER_05549,289,1,48.09,2,1,1,211
CUSTOMER_05550,189,1,69.73,3,1,2,312
CUSTOMER_05551,194,1,35.0,3,1,1,311
