Order_id,Payment_sequential,Payment_type,Payment_installments,Payment_value
ORDER_29581,1,boleto,1,361.04
ORDER_83150,1,credit_card,3,342.48
ORDER_62744,1,credit_card,4,41.38
ORDER_46842,1,credit_card,1,110.63
ORDER_28194,1,credit_card,1,45.09
ORDER_75787,1,credit_card,5,63.23
ORDER_03538,1,credit_card,8,278.07
ORDER_09741,1,credit_card,1,55.09
ORDER_54364,1,credit_card,2,125.42
ORDER_58485,1,boleto,1,335.18
ORDER_55398,1,boleto,1,94.96
ORDER_67548,1,credit_card,8,81.97
ORDER_60375,1,credit_card,1,250.0
ORDER_64344,1,credit_card,1,172.21
ORDER_69050,1,credit_card,1,43.16
ORDER_86965,1,boleto,1,84.99
ORDER_04594,1,boleto,1,20.29
ORDER_32599,1,credit_card,1,33.3
ORDER_64391,1,credit_card,1,317.1
ORDER_39399,1,credit_card,1,53.17
ORDER_81812,1,credit_card,6,440.23
ORDER_80297,1,boleto,1,1015.8
ORDER_25943,1,credit_card,1,62.05
ORDER_78416,1,credit_card,8,398.46
ORDER_58474,1,credit_card,3,260.0
ORDER_77954,1,credit_card,3,105.83
ORDER_81938,1,credit_card,1,63.23
ORDER_33559,1,boleto,1,32.58
ORDER_78862,1,credit_card,1,401.24
ORDER_30842,1,credit_card,6,78.48
ORDER_69841,12,voucher,1,13.53
ORDER_49570,1,boleto,1,314.82
ORDER_46435,1,credit_card,5,54.09
ORDER_63945,1,boleto,1,273.62
ORDER_08836,1,credit_card,4,352.05
ORDER_61695,1,credit_card,1,92.19
ORDER_42318,1,credit_card,2,72.72
ORDER_41221,1,debit_card,1,31.24
ORDER_64348,1,credit_card,6,326.21
ORDER_09801,1,boleto,1,157.7
ORDER_78602,3,voucher,1,16.07
ORDER_51681,1,credit_card,1,16.38
ORDER_18793,1,credit_card,1,31.99
ORDER_10528,1,boleto,1,116.82
ORDER_58296,1,credit_card,1,58.13
ORDER_25756,1,credit_card,1,108.81
ORDER_10390,1,credit_card,4,76.11
ORDER_75039,1,credit_card,1,79.62
ORDER_28773,1,credit_card,9,489.98
ORDER_41292,2,voucher,1,27.41
ORDER_58895,2,voucher,1,59.92
ORDER_71340,1,boleto,1,70.89
ORDER_62452,1,boleto,1,84.14
ORDER_74176,1,credit_card,4,50.09
ORDER_39078,1,credit_card,1,194.91
ORDER_40055,1,credit_card,4,47.62
ORDER_26719,1,credit_card,4,107.44
ORDER_85021,1,credit_card,2,170.37
ORDER_69068,1,credit_card,8,89.36
ORDER_49807,1,credit_card,5,134.19
ORDER_51200,1,credit_card,6,166.46
ORDER_43520,1,credit_card,10,1070.74
ORDER_70846,1,credit_card,8,428.52
ORDER_39491,1,credit_card,1,64.1
ORDER_01200,1,boleto,1,32.68
ORDER_68985,1,credit_card,1,35.87
ORDER_80266,1,credit_card,1,256.0
ORDER_32130,1,credit_card,2,159.96
ORDER_46086,1,credit_card,1,64.77
ORDER_31612,1,boleto,1,336.31
ORDER_37530,1,credit_card,1,30.7
ORDER_15222,1,credit_card,1,88.2
ORDER_30600,1,credit_card,6,313.43
ORDER_25407,1,credit_card,3,293.39
ORDER_55148,1,boleto,1,37.6
ORDER_74187,1,credit_card,3,95.74
ORDER_72928,1,credit_card,1,47.23
ORDER_74192,1,credit_card,4,230.95
ORDER_53359,1,boleto,1,115.32
ORDER_33705,1,credit_card,1,161.21
ORDER_03734,1,credit_card,1,57.0
ORDER_38794,1,credit_card,1,122.01
ORDER_74532,1,boleto,1,208.05
ORDER_41226,1,credit_card,1,53.14
ORDER_44000,2,debit_card,1,172.98
ORDER_02813,1,credit_card,1,86.14
ORDER_43988,1,credit_card,3,184.43
ORDER_39011,1,credit_card,3,173.82
ORDER_11925,1,credit_card,2,72.99
ORDER_50829,1,credit_card,4,156.44
ORDER_41840,1,credit_card,5,210.9
ORDER_86548,1,credit_card,3,144.56
ORDER_55088,1,credit_card,10,160.68
ORDER_42855,1,debit_card,1,208.91
ORDER_65181,2,voucher,1,200.0
ORDER_28743,1,credit_card,3,103.33
ORDER_01957,1,credit_card,1,39.5
ORDER_01547,1,credit_card,1,45.22
ORDER_64737,1,credit_card,2,306.78
ORDER_08600,6,voucher,1,22.23
ORDER_22735,1,boleto,1,96.16
ORDER_02303,1,credit_card,2,59.46
ORDER_44165,1,boleto,1,42.42
ORDER_58433,1,boleto,1,56.84
ORDER_15331,1,credit_card,2,72.38
ORDER_56313,1,credit_card,2,247.31
ORDER_53968,1,boleto,1,112.91
ORDER_34665,1,credit_card,5,105.38
ORDER_78245,1,credit_card,2,56.78
ORDER_78231,1,credit_card,6,65.68
ORDER_00425,1,credit_card,8,110.98
ORDER_44848,1,boleto,1,36.09
ORDER_34184,1,boleto,1,127.01
ORDER_07749,1,credit_card,1,72.67
ORDER_83611,1,credit_card,2,132.69
ORDER_86462,1,credit_card,2,137.24
ORDER_17404,1,credit_card,3,161.38
ORDER_36350,1,credit_card,7,72.45
ORDER_73682,1,credit_card,4,48.96
ORDER_28306,1,credit_card,1,53.82
ORDER_21068,1,credit_card,3,31.73
ORDER_81337,1,credit_card,1,21.77
ORDER_67978,2,voucher,1,10.84
ORDER_83605,1,credit_card,3,79.56
ORDER_17257,1,credit_card,1,41.28
ORDER_32794,1,credit_card,8,206.76
ORDER_70565,1,boleto,1,32.1
ORDER_57928,1,credit_card,3,75.07
ORDER_11905,1,credit_card,6,94.94
ORDER_36034,1,credit_card,2,71.14
ORDER_43260,1,credit_card,5,1095.65
ORDER_68184,1,credit_card,1,1.54
ORDER_80272,4,voucher,1,2.3
ORDER_17958,1,credit_card,2,222.64
ORDER_45259,1,credit_card,5,51.16
ORDER_55130,1,credit_card,1,134.14
ORDER_25772,1,credit_card,2,321.17
ORDER_15298,1,credit_card,1,87.56
ORDER_03721,1,credit_card,4,210.18
ORDER_64630,1,debit_card,1,55.24
ORDER_60436,1,credit_card,2,73.38
ORDER_10575,2,voucher,1,53.13
ORDER_14414,1,credit_card,4,44.08
ORDER_33748,1,credit_card,4,59.34
ORDER_56547,1,credit_card,4,48.82
ORDER_50900,1,credit_card,3,72.9
ORDER_02667,1,credit_card,3,79.33
ORDER_26926,1,boleto,1,84.69
ORDER_05560,1,boleto,1,214.05
ORDER_46051,1,credit_card,4,215.05
ORDER_82833,1,boleto,1,105.28
ORDER_84149,1,boleto,1,89.88
ORDER_34477,1,boleto,1,74.25
ORDER_41324,1,debit_card,1,187.34
ORDER_55155,1,credit_card,1,35.71
ORDER_22955,1,boleto,1,158.07
ORDER_64924,1,credit_card,6,136.24
ORDER_62337,1,credit_card,3,187.43
ORDER_69403,4,voucher,1,5.1
ORDER_43232,1,credit_card,10,149.69
ORDER_56335,4,voucher,1,38.14
ORDER_51148,1,credit_card,4,113.53
ORDER_71434,1,credit_card,5,100.34
ORDER_51336,1,credit_card,2,65.71
ORDER_52435,1,credit_card,1,87.66
ORDER_49623,1,credit_card,4,49.49
ORDER_13343,1,credit_card,1,138.84
ORDER_22320,1,credit_card,7,150.39
ORDER_82640,1,credit_card,10,546.65
ORDER_59934,1,credit_card,1,33.88
ORDER_70194,1,credit_card,2,185.9
ORDER_75523,1,credit_card,1,122.65
ORDER_47174,1,credit_card,1,59.43
ORDER_25147,1,credit_card,1,89.87
ORDER_77474,1,credit_card,2,289.79
ORDER_38423,1,credit_card,10,246.36
ORDER_45366,1,credit_card,2,85.14
ORDER_68615,1,credit_card,2,211.89
ORDER_45569,1,credit_card,2,151.18
ORDER_67908,1,credit_card,1,75.08
ORDER_05819,1,boleto,1,98.82
ORDER_36652,1,credit_card,1,117.68
ORDER_87947,1,credit_card,3,814.96
ORDER_14084,1,credit_card,1,14.17
ORDER_61574,1,credit_card,1,132.9
ORDER_14695,2,voucher,1,54.26
ORDER_19237,1,credit_card,3,144.99
ORDER_00857,1,credit_card,4,78.14
ORDER_37034,1,voucher,1,72.78
ORDER_12392,1,credit_card,8,169.31
ORDER_27059,1,credit_card,1,71.23
ORDER_16946,1,credit_card,1,65.71
ORDER_87366,1,credit_card,3,147.37
ORDER_15665,1,credit_card,1,46.0
ORDER_10723,1,credit_card,4,118.55
ORDER_20979,1,credit_card,6,178.25
ORDER_80693,1,credit_card,1,93.75
ORDER_52774,1,credit_card,4,62.59
ORDER_00310,1,credit_card,6,139.17
ORDER_78901,1,credit_card,6,238.32
ORDER_34788,1,boleto,1,76.08
ORDER_27466,1,credit_card,1,27.78
ORDER_14960,1,credit_card,3,198.1
ORDER_54224,1,debit_card,1,77.57
ORDER_84454,1,credit_card,1,51.75
ORDER_26609,1,credit_card,7,150.59
ORDER_37762,1,credit_card,1,90.19
ORDER_34742,1,credit_card,3,63.42
ORDER_50781,1,credit_card,1,181.45
ORDER_42593,1,debit_card,1,57.12
ORDER_18555,1,credit_card,1,31.78
ORDER_40629,1,credit_card,1,61.09
ORDER_00463,1,credit_card,1,57.59
ORDER_04305,1,credit_card,4,86.2
ORDER_33658,1,boleto,1,108.91
ORDER_53834,1,credit_card,2,87.73
ORDER_26552,1,boleto,1,153.3
ORDER_67907,1,credit_card,2,29.62
ORDER_10595,1,credit_card,2,57.59
ORDER_40267,1,credit_card,1,24.38
ORDER_19195,1,credit_card,3,45.34
ORDER_84732,1,credit_card,4,195.91
ORDER_20553,1,credit_card,10,1619.73
ORDER_75584,1,credit_card,1,34.08
ORDER_82566,1,credit_card,7,95.3
ORDER_86970,1,credit_card,1,57.98
ORDER_76270,1,credit_card,5,82.98
ORDER_63888,1,boleto,1,90.6
ORDER_74935,1,credit_card,5,133.75
ORDER_22797,1,credit_card,3,248.4
ORDER_18184,1,boleto,1,100.82
ORDER_04008,1,credit_card,5,57.6
ORDER_25194,7,voucher,1,1.27
ORDER_32967,1,credit_card,1,377.03
ORDER_24992,1,boleto,1,182.94
ORDER_76956,1,credit_card,10,111.19
ORDER_44404,1,credit_card,4,100.2
ORDER_48198,1,credit_card,1,68.12
ORDER_37265,1,boleto,1,321.08
ORDER_26745,1,credit_card,1,82.52
ORDER_55632,1,credit_card,3,153.8
ORDER_18806,1,boleto,1,92.37
ORDER_80719,2,voucher,1,175.49
ORDER_51956,1,boleto,1,61.72
ORDER_08362,1,credit_card,2,65.09
ORDER_06423,1,credit_card,10,194.38
ORDER_56590,1,credit_card,5,112.42
ORDER_74940,1,credit_card,5,84.08
ORDER_10289,1,debit_card,1,182.98
ORDER_55005,1,debit_card,1,81.63
ORDER_67678,1,credit_card,2,72.34
ORDER_02165,1,credit_card,4,112.43
ORDER_25227,1,credit_card,1,139.28
ORDER_75818,1,credit_card,3,164.21
ORDER_82504,1,credit_card,4,117.93
ORDER_82865,1,credit_card,3,73.34
ORDER_72981,1,credit_card,6,64.1
ORDER_42598,1,credit_card,3,87.98
ORDER_82496,1,credit_card,3,32.13
ORDER_70014,1,boleto,1,211.02
ORDER_51406,1,voucher,1,105.01
ORDER_27304,1,credit_card,3,36.62
ORDER_80564,1,credit_card,5,289.57
ORDER_67978,5,voucher,1,10.81
ORDER_41998,1,boleto,1,48.28
ORDER_10931,1,credit_card,8,290.86
ORDER_62197,1,credit_card,8,320.18
ORDER_51713,1,credit_card,2,66.91
ORDER_56338,1,credit_card,1,38.72
ORDER_18087,1,credit_card,6,873.86
ORDER_13187,1,credit_card,10,104.27
ORDER_73597,1,boleto,1,287.45
ORDER_01604,1,credit_card,1,53.48
ORDER_55772,1,credit_card,3,57.33
ORDER_49046,1,credit_card,1,89.41
ORDER_78609,1,credit_card,10,2091.33
ORDER_00985,1,credit_card,3,47.13
ORDER_44558,1,credit_card,1,118.11
ORDER_02969,1,credit_card,8,437.65
ORDER_33310,1,credit_card,1,62.28
ORDER_77539,1,credit_card,2,159.68
ORDER_68278,1,credit_card,6,600.3
ORDER_13241,1,credit_card,2,64.44
ORDER_79476,1,boleto,1,44.25
ORDER_63130,1,boleto,1,168.88
ORDER_79683,1,credit_card,2,26.85
ORDER_50760,1,credit_card,1,99.52
ORDER_68150,1,credit_card,2,31.71
ORDER_55204,1,credit_card,2,73.34
ORDER_65498,1,credit_card,2,143.02
ORDER_36689,6,voucher,1,17.14
ORDER_31066,1,credit_card,8,413.04
ORDER_68591,1,credit_card,10,119.94
ORDER_73368,1,boleto,1,99.9
ORDER_51265,1,credit_card,10,118.29
ORDER_84741,1,credit_card,7,232.15
ORDER_55663,1,credit_card,2,99.69
ORDER_39276,1,credit_card,10,246.97
ORDER_50531,1,credit_card,4,108.81
ORDER_54045,1,credit_card,1,40.13
ORDER_66286,1,boleto,1,74.74
ORDER_05357,1,boleto,1,128.26
ORDER_46578,1,credit_card,10,284.23
ORDER_24086,1,credit_card,8,159.81
ORDER_35662,1,credit_card,8,4764.34
ORDER_83230,1,credit_card,1,164.7
ORDER_85311,1,boleto,1,222.58
ORDER_66598,1,credit_card,1,210.08
ORDER_22734,1,credit_card,1,3.96
ORDER_41811,1,boleto,1,47.14
ORDER_51819,1,boleto,1,46.85
ORDER_42805,1,credit_card,2,28.62
ORDER_83649,1,credit_card,5,169.3
ORDER_11783,1,credit_card,3,93.48
ORDER_77460,1,credit_card,1,45.22
ORDER_34962,1,credit_card,2,137.43
ORDER_39904,1,boleto,1,70.24
ORDER_25955,1,boleto,1,129.82
ORDER_26401,1,credit_card,2,109.4
ORDER_13071,1,boleto,1,265.85
ORDER_84638,1,credit_card,1,50.0
ORDER_69135,1,boleto,1,406.14
ORDER_73997,1,boleto,1,64.0
ORDER_38411,1,credit_card,2,34.66
ORDER_79289,1,credit_card,2,143.34
ORDER_21003,1,credit_card,3,42.75
ORDER_22764,1,credit_card,2,43.9
ORDER_75848,1,credit_card,1,189.04
ORDER_30665,1,credit_card,2,79.39
ORDER_79800,1,credit_card,1,96.88
ORDER_63912,1,credit_card,6,184.78
ORDER_11394,1,credit_card,3,31.0
ORDER_71792,1,credit_card,3,264.88
ORDER_29227,1,credit_card,1,34.01
ORDER_08806,1,credit_card,4,67.34
ORDER_22956,1,credit_card,5,58.89
ORDER_57696,1,credit_card,8,200.91
ORDER_08966,1,debit_card,1,949.62
ORDER_23885,1,boleto,1,674.22
ORDER_34781,2,credit_card,3,154.92
ORDER_38738,1,boleto,1,139.8
ORDER_84272,1,credit_card,1,29.77
ORDER_53816,1,boleto,1,138.7
ORDER_70690,1,credit_card,2,50.51
ORDER_73026,1,boleto,1,82.73
ORDER_50725,1,credit_card,3,63.6
ORDER_57060,1,boleto,1,28.2
ORDER_36389,1,credit_card,5,246.79
ORDER_62201,1,credit_card,1,57.24
ORDER_80201,1,credit_card,1,84.81
ORDER_18941,1,credit_card,5,83.25
ORDER_75532,1,credit_card,1,90.77
ORDER_23667,1,credit_card,7,76.31
ORDER_08585,1,credit_card,3,84.92
ORDER_05651,1,credit_card,1,20.38
ORDER_44421,1,boleto,1,21.89
ORDER_43632,1,credit_card,1,145.91
ORDER_73607,1,credit_card,6,630.92
ORDER_88041,1,boleto,1,398.18
ORDER_15538,3,voucher,1,54.03
ORDER_56037,1,credit_card,1,153.72
ORDER_21457,1,credit_card,1,25.31
ORDER_38750,1,credit_card,2,104.61
ORDER_64304,1,credit_card,10,113.88
ORDER_81980,1,credit_card,5,76.65
ORDER_46471,1,credit_card,3,208.07
ORDER_19955,1,credit_card,3,140.65
ORDER_59491,1,credit_card,2,419.67
ORDER_45317,1,credit_card,2,138.6
ORDER_82758,1,credit_card,1,67.5
ORDER_49286,1,credit_card,5,132.03
ORDER_01989,1,credit_card,3,193.84
ORDER_01975,1,credit_card,5,105.28
ORDER_50139,1,credit_card,10,233.28
ORDER_65610,1,credit_card,10,1675.71
ORDER_49741,1,boleto,1,176.99
ORDER_20628,1,credit_card,4,213.18
ORDER_05544,1,credit_card,1,112.84
ORDER_10632,1,credit_card,2,139.61
ORDER_36408,1,credit_card,2,85.14
ORDER_20724,1,credit_card,3,97.59
ORDER_25846,1,credit_card,1,15.76
ORDER_65737,1,credit_card,2,27.77
ORDER_82377,1,credit_card,2,143.42
ORDER_77984,1,credit_card,2,44.42
ORDER_50779,1,credit_card,8,106.16
ORDER_67734,1,credit_card,1,119.57
ORDER_02222,1,credit_card,1,131.62
ORDER_04314,1,credit_card,4,126.42
ORDER_02403,1,credit_card,10,218.87
ORDER_76135,1,credit_card,7,77.7
ORDER_41540,1,credit_card,5,134.83
ORDER_28273,1,credit_card,4,40.86
ORDER_45496,1,credit_card,1,69.03
ORDER_59746,1,credit_card,6,62.94
ORDER_48679,1,credit_card,1,56.78
ORDER_18830,1,boleto,1,37.72
ORDER_19019,1,voucher,1,98.51
ORDER_65890,1,credit_card,2,57.67
ORDER_50134,1,credit_card,5,52.77
ORDER_84438,1,credit_card,6,138.84
ORDER_09187,1,credit_card,7,455.74
ORDER_73604,1,boleto,1,933.7
ORDER_54442,1,credit_card,10,463.44
ORDER_42017,1,credit_card,10,116.36
ORDER_21485,1,credit_card,2,47.4
ORDER_59232,1,boleto,1,35.71
ORDER_41102,1,credit_card,10,239.45
ORDER_08170,1,credit_card,2,89.68
ORDER_22963,1,credit_card,4,103.91
ORDER_85937,1,boleto,1,85.6
ORDER_28949,1,credit_card,2,131.26
ORDER_08689,1,credit_card,10,147.64
ORDER_21960,1,boleto,1,34.0
ORDER_15881,1,boleto,1,66.94
ORDER_13409,1,credit_card,1,341.62
ORDER_23922,1,credit_card,3,284.9
ORDER_67738,1,boleto,1,112.81
ORDER_86111,1,credit_card,10,376.39
ORDER_79590,1,credit_card,4,113.37
ORDER_68675,1,boleto,1,127.45
ORDER_50719,1,credit_card,1,120.59
ORDER_02030,1,voucher,1,62.68
ORDER_72181,1,credit_card,2,61.88
ORDER_03081,1,credit_card,5,53.1
ORDER_15590,1,credit_card,2,56.97
ORDER_69780,1,credit_card,3,153.27
ORDER_38180,1,credit_card,8,195.91
ORDER_73961,1,credit_card,10,329.86
ORDER_60282,1,debit_card,1,36.82
ORDER_72821,1,boleto,1,78.62
ORDER_22449,1,credit_card,1,35.01
ORDER_41561,1,credit_card,10,349.1
ORDER_34356,1,boleto,1,217.06
ORDER_74691,1,credit_card,4,83.5
ORDER_83093,1,boleto,1,172.44
ORDER_46044,1,credit_card,10,515.81
ORDER_09046,1,credit_card,1,44.6
ORDER_26371,1,credit_card,3,59.33
ORDER_19003,1,credit_card,8,126.64
ORDER_45877,1,credit_card,1,124.7
ORDER_16607,1,credit_card,1,174.48
ORDER_42212,1,credit_card,10,689.81
ORDER_54713,1,credit_card,12,229.24
ORDER_36045,1,credit_card,3,81.78
ORDER_50093,1,credit_card,10,1830.12
ORDER_37465,1,credit_card,3,111.72
ORDER_53187,1,credit_card,2,121.18
ORDER_49504,1,credit_card,2,163.43
ORDER_74582,1,credit_card,2,138.72
ORDER_03758,1,credit_card,4,260.13
ORDER_76239,1,credit_card,5,274.24
ORDER_75580,2,voucher,1,14.43
ORDER_24853,1,credit_card,1,89.36
ORDER_44216,1,boleto,1,103.19
ORDER_57776,1,credit_card,1,160.47
ORDER_02570,1,credit_card,1,85.24
ORDER_24383,1,boleto,1,172.53
ORDER_66756,1,boleto,1,81.15
ORDER_67818,1,boleto,1,70.27
ORDER_38048,1,credit_card,5,119.93
ORDER_51817,1,credit_card,5,155.14
ORDER_18264,1,credit_card,4,40.09
ORDER_19853,1,credit_card,2,29.09
ORDER_62848,1,credit_card,2,169.19
ORDER_81982,1,boleto,1,183.29
ORDER_21624,1,credit_card,2,76.86
ORDER_61927,1,credit_card,4,221.14
ORDER_33258,1,credit_card,1,46.22
ORDER_76814,1,credit_card,10,1130.03
ORDER_24993,1,credit_card,1,63.65
ORDER_51068,1,credit_card,9,92.05
ORDER_66903,2,voucher,1,17.72
ORDER_42566,1,credit_card,3,33.47
ORDER_61466,1,credit_card,1,30.88
ORDER_42477,1,debit_card,1,158.07
ORDER_31448,1,credit_card,4,88.62
ORDER_64049,1,credit_card,1,17.68
ORDER_13041,1,credit_card,1,78.07
ORDER_86086,1,credit_card,2,162.45
ORDER_72536,1,boleto,1,118.79
ORDER_79273,1,credit_card,2,54.09
ORDER_64198,1,credit_card,1,37.65
ORDER_65396,1,voucher,1,96.64
ORDER_05520,1,credit_card,6,143.15
ORDER_41848,1,credit_card,4,69.9
ORDER_32933,1,credit_card,9,181.83
ORDER_08278,1,credit_card,1,71.16
ORDER_12001,1,credit_card,1,72.18
ORDER_81171,1,boleto,1,49.0
ORDER_18815,1,credit_card,10,2026.54
ORDER_87844,1,credit_card,5,78.87
ORDER_20841,1,credit_card,2,107.28
ORDER_84355,1,credit_card,5,342.04
ORDER_26244,1,voucher,1,24.02
ORDER_29336,1,credit_card,8,88.29
ORDER_87296,1,credit_card,3,169.0
ORDER_47048,1,credit_card,5,111.1
ORDER_48259,1,credit_card,2,126.99
ORDER_51434,1,boleto,1,74.74
ORDER_69186,1,credit_card,3,107.01
ORDER_76829,2,credit_card,2,25.82
ORDER_22187,1,credit_card,10,311.71
ORDER_29728,1,credit_card,1,55.05
ORDER_84600,1,boleto,1,81.24
ORDER_49858,1,credit_card,1,29.1
ORDER_47121,1,boleto,1,173.53
ORDER_38719,1,boleto,1,161.45
ORDER_60677,1,credit_card,1,124.42
ORDER_27681,1,credit_card,2,54.13
ORDER_10246,1,credit_card,1,5.36
ORDER_58609,1,boleto,1,101.84
ORDER_60600,1,credit_card,3,37.25
ORDER_63378,1,credit_card,1,37.37
ORDER_50861,1,credit_card,4,40.0
ORDER_62569,3,voucher,1,40.11
ORDER_80482,1,credit_card,1,93.45
ORDER_75468,1,credit_card,3,94.4
ORDER_42380,1,credit_card,2,106.78
ORDER_30698,1,credit_card,1,94.59
ORDER_61491,1,credit_card,2,154.67
ORDER_72918,1,credit_card,5,63.18
ORDER_52299,1,credit_card,6,137.63
ORDER_32733,1,boleto,1,111.33
ORDER_53891,1,credit_card,6,159.65
ORDER_58888,1,credit_card,2,225.71
ORDER_19724,1,boleto,1,286.32
ORDER_73320,1,credit_card,2,56.95
ORDER_30099,1,credit_card,1,44.96
ORDER_40035,1,credit_card,6,63.5
ORDER_04039,1,credit_card,1,50.83
ORDER_72426,1,credit_card,7,387.57
ORDER_83912,1,boleto,1,99.65
ORDER_65242,1,boleto,1,159.23
ORDER_42997,1,boleto,1,213.34
ORDER_71716,1,credit_card,2,40.1
ORDER_53480,1,credit_card,1,16.84
ORDER_84597,1,credit_card,6,73.06
ORDER_08425,1,boleto,1,113.56
ORDER_70299,1,credit_card,7,79.2
ORDER_17815,1,boleto,1,183.43
ORDER_83039,1,credit_card,1,77.57
ORDER_83110,1,credit_card,1,51.85
ORDER_22229,1,credit_card,5,204.03
ORDER_48273,1,credit_card,4,43.62
ORDER_71622,1,credit_card,5,53.29
ORDER_11817,1,boleto,1,155.77
ORDER_77948,1,credit_card,1,147.35
ORDER_06879,1,credit_card,2,183.36
ORDER_80736,1,credit_card,3,165.96
ORDER_70171,1,credit_card,7,99.43
ORDER_24245,1,boleto,1,45.69
ORDER_74728,1,boleto,1,59.0
ORDER_41765,1,credit_card,1,51.71
ORDER_72323,1,credit_card,1,66.67
ORDER_42923,1,credit_card,2,47.68
ORDER_51919,1,boleto,1,230.01
ORDER_58138,1,boleto,1,28.0
ORDER_51069,1,credit_card,3,107.15
ORDER_55575,1,credit_card,2,234.46
ORDER_83008,1,credit_card,4,123.18
ORDER_03633,1,credit_card,1,63.06
ORDER_82812,1,debit_card,1,77.66
ORDER_87925,1,credit_card,1,22.98
ORDER_39477,1,credit_card,5,108.0
ORDER_17255,2,voucher,1,139.99
ORDER_28677,1,boleto,1,166.68
ORDER_76391,1,credit_card,5,143.22
ORDER_87593,1,credit_card,7,362.81
ORDER_27717,1,credit_card,1,53.23
ORDER_49902,1,credit_card,10,130.0
ORDER_75595,2,voucher,1,10.87
ORDER_80153,1,credit_card,6,76.74
ORDER_13629,1,credit_card,1,84.63
ORDER_83916,1,credit_card,6,304.32
ORDER_75912,1,credit_card,10,438.22
ORDER_28258,1,boleto,1,61.8
ORDER_34366,1,credit_card,2,139.86
ORDER_03951,1,credit_card,2,99.9
ORDER_46421,1,credit_card,1,372.56
ORDER_04176,1,boleto,1,64.11
ORDER_79901,1,credit_card,3,36.35
ORDER_58869,1,boleto,1,297.64
ORDER_37434,1,boleto,1,136.08
ORDER_42438,1,credit_card,10,252.99
ORDER_39882,1,boleto,1,76.57
ORDER_22749,1,credit_card,1,22.81
ORDER_01954,1,credit_card,1,30.35
ORDER_78210,1,credit_card,2,129.09
ORDER_36725,1,boleto,1,2220.32
ORDER_85639,1,credit_card,1,765.84
ORDER_86343,1,credit_card,15,375.52
ORDER_54075,1,credit_card,1,77.57
ORDER_60291,1,boleto,1,75.68
ORDER_18150,1,credit_card,4,206.92
ORDER_38929,1,boleto,1,118.46
ORDER_76802,1,credit_card,2,108.44
ORDER_30658,1,credit_card,2,40.56
ORDER_18313,1,credit_card,4,43.66
ORDER_03692,1,credit_card,5,1570.21
ORDER_84135,1,credit_card,10,159.94
ORDER_08120,1,credit_card,7,74.64
ORDER_87149,1,credit_card,10,826.79
ORDER_82448,1,credit_card,1,204.32
ORDER_53777,1,credit_card,1,298.67
ORDER_30578,1,boleto,1,64.32
ORDER_82310,1,boleto,1,47.64
ORDER_69677,1,credit_card,1,190.71
ORDER_61880,1,boleto,1,90.88
ORDER_02713,1,credit_card,6,123.52
ORDER_57452,1,voucher,1,197.49
ORDER_68222,1,boleto,1,52.68
ORDER_04600,1,boleto,1,165.48
ORDER_51677,1,credit_card,8,83.41
ORDER_07808,2,debit_card,1,37.26
ORDER_19012,1,credit_card,3,186.87
ORDER_29609,1,credit_card,1,334.82
ORDER_86228,1,credit_card,1,162.07
ORDER_27449,1,credit_card,2,41.78
ORDER_83021,1,credit_card,1,79.88
ORDER_72203,1,credit_card,9,90.5
ORDER_33975,1,boleto,1,93.48
ORDER_67744,1,credit_card,4,88.72
ORDER_53259,1,boleto,1,85.36
ORDER_29081,1,boleto,1,54.0
ORDER_40746,1,credit_card,3,33.79
ORDER_55975,1,credit_card,2,56.78
ORDER_02490,1,credit_card,2,111.43
ORDER_05452,1,boleto,1,181.98
ORDER_56136,1,credit_card,1,43.07
ORDER_45309,1,credit_card,10,151.05
ORDER_53663,1,credit_card,4,80.77
ORDER_74679,1,credit_card,1,46.19
ORDER_53391,1,boleto,1,279.04
ORDER_07415,1,credit_card,4,49.12
ORDER_29626,1,credit_card,3,134.4
ORDER_48927,1,credit_card,2,60.69
ORDER_04007,1,credit_card,1,35.13
ORDER_11288,1,credit_card,2,226.09
ORDER_34499,1,credit_card,2,109.42
ORDER_64902,1,credit_card,10,158.36
ORDER_10959,1,credit_card,2,504.09
ORDER_45926,1,credit_card,2,144.49
ORDER_58568,1,credit_card,5,67.5
ORDER_84828,1,credit_card,10,190.15
ORDER_36091,1,credit_card,2,61.93
ORDER_45652,1,credit_card,6,319.9
ORDER_05802,1,credit_card,1,127.41
ORDER_01918,1,credit_card,3,160.4
ORDER_43564,1,credit_card,8,199.14
ORDER_01166,1,credit_card,1,2024.31
ORDER_85605,1,boleto,1,82.9
ORDER_82824,1,credit_card,2,47.68
ORDER_63843,1,credit_card,5,86.39
ORDER_71693,1,credit_card,3,168.9
ORDER_47420,1,credit_card,2,203.08
ORDER_69274,1,credit_card,3,152.35
ORDER_30339,1,credit_card,1,136.08
ORDER_82274,1,debit_card,1,188.5
ORDER_79283,1,credit_card,3,72.66
ORDER_04715,1,credit_card,1,55.11
ORDER_68378,1,credit_card,9,91.66
ORDER_17741,1,credit_card,3,243.11
ORDER_33861,1,credit_card,3,210.11
ORDER_12827,1,credit_card,3,117.26
ORDER_00005,1,boleto,1,35.95
ORDER_72171,1,credit_card,5,1044.03
ORDER_21230,1,credit_card,5,107.3
ORDER_73503,1,credit_card,8,121.74
ORDER_83492,1,credit_card,1,123.92
ORDER_70395,1,credit_card,1,64.05
