Seller_id,Recency,Frequency,Total,R,F,M,RFM_score
SELLER_0553,167,10,726.21,2,3,3,233
SELLER_0554,167,4,980.45,2,2,3,223
SELLER_0555,445,2,288.63,1,1,2,112
SELLER_0556,9,573,46964.05,5,5,5,555
SELLER_0557,14,14,883.32,4,4,3,443
SELLER_0558,152,5,842.48,2,2,3,223
SELLER_0559,37,9,667.99,3,3,3,333
SELLER_0560,26,14,1076.31,4,4,3,443
SELLER_0561,60,3,858.85,3,2,3,323
SELLER_0562,231,4,240.11999999999998,2,2,2,222
SELLER_0563,536,1,134.6,1,1,1,111
SELLER_0564,524,1,3602.47,1,1,4,114
SELLER_0565,13,76,31321.0,4,5,5,455
SELLER_0566,10,19,931.4,5,4,3,543
SELLER_0567,4,651,47523.99,5,5,5,555
SELLER_0568,7,29,2496.9,5,4,4,544
SELLER_0569,314,1,1196.78,1,1,3,113
SELLER_0570,16,30,7230.18,4,4,5,445
SELLER_0571,13,27,22464.52,4,4,5,445
SELLER_0572,60,4,321.77,3,2,2,322
SELLER_0573,25,22,1265.5,4,4,3,443
SELLER_0574,7,143,5285.03,5,5,4,554
SELLER_0575,5,12,1061.44,5,4,3,543
SELLER_0576,336,6,3853.8500000000004,1,3,4,134
SELLER_0577,41,1,207.25,3,1,2,312
SELLER_0578,147,18,1379.47,2,4,3,243
SELLER_0579,48,1,86.66999999999999,3,1,1,311
SELLER_0580,298,41,4849.38,1,5,4,154
SELLER_0581,301,23,1593.82,1,4,3,143
SELLER_0582,5,68,5875.76,5,5,5,555
SELLER_0583,135,1,57.69,2,1,1,211
SELLER_0584,25,1,143.98,4,1,1,411
SELLER_0585,29,115,21861.41,4,5,5,455
SELLER_0586,13,4,267.04,4,2,2,422
SELLER_0587,391,21,854.46,1,4,3,143
SELLER_0588,458,1,39.42,1,1,1,111
SELLER_0589,86,24,1347.27,3,4,3,343
SELLER_0590,38,1,120.78,3,1,1,311
SELLER_0591,253,1,42.77,1,1,1,111
SELLER_0592,30,24,1945.3300000000002,4,4,4,444
SELLER_0593,9,18,3213.79,5,4,4,544
SELLER_0594,248,2,302.36,1,1,2,112
SELLER_0595,201,1,64.1,2,1,1,211
SELLER_0596,50,3,1124.9399999999998,3,2,3,323
SELLER_0597,13,4,1211.27,4,2,3,423
SELLER_0598,10,1,476.51,5,1,2,512
SELLER_0599,11,9,1499.6,5,3,3,533
SELLER_0600,89,4,172.92000000000002,3,2,1,321
SELLER_0601,12,1,204.06,5,1,1,511
SELLER_0602,544,1,412.12,1,1,2,112
SELLER_0603,663,2,47.370000000000005,1,1,1,111
SELLER_0604,88,7,1197.94,3,3,3,333
SELLER_0605,28,9,637.75,4,3,3,433
SELLER_0606,443,2,78.03999999999999,1,1,1,111
SELLER_0607,440,2,1454.44,1,1,3,113
SELLER_0608,56,3,1550.6399999999999,3,2,3,323
SELLER_0609,12,4,438.88,5,2,2,522
SELLER_0610,27,1,880.75,4,1,3,413
SELLER_0611,57,1,114.57,3,1,1,311
SELLER_0612,8,8,1633.73,5,3,3,533
SELLER_0613,324,6,626.72,1,3,3,133
SELLER_0614,4,117,4691.95,5,5,4,554
SELLER_0615,42,1,927.28,3,1,3,313
SELLER_0616,4,6,262.28000000000003,5,3,2,532
SELLER_0617,535,1,152.47,1,1,1,111
SELLER_0618,53,8,733.7199999999999,3,3,3,333
SELLER_0619,56,8,1508.49,3,3,3,333
SELLER_0620,51,2,606.69,3,1,3,313
SELLER_0621,57,3,306.97,3,2,2,322
SELLER_0622,18,10,2470.79,4,3,4,434
SELLER_0623,500,1,110.08,1,1,1,111
SELLER_0624,69,6,674.15,3,3,3,333
SELLER_0625,370,3,406.39,1,2,2,122
SELLER_0626,64,2,737.1400000000001,3,1,3,313
SELLER_0627,29,1,78.93,4,1,1,411
SELLER_0628,208,3,83.97,2,2,1,221
SELLER_0629,62,200,35543.82,3,5,5,355
SELLER_0630,83,1,454.17,3,1,2,312
SELLER_0631,7,6,8492.65,5,3,5,535
SELLER_0632,156,6,655.96,2,3,3,233
SELLER_0633,18,41,2214.7999999999997,4,5,4,454
SELLER_0634,10,201,14827.74,5,5,5,555
SELLER_0635,60,1,124.73,3,1,1,311
SELLER_0636,35,9,3471.54,3,3,4,334
SELLER_0637,96,9,2049.81,2,3,4,234
SELLER_0638,41,2,588.06,3,1,2,312
SELLER_0639,1,25,1362.37,5,4,3,543
SELLER_0640,188,10,508.12,2,3,2,232
SELLER_0641,12,25,2937.11,5,4,4,544
SELLER_0642,1,185,11751.83,5,5,5,555
SELLER_0643,111,247,10830.699999999999,2,5,5,255
SELLER_0644,549,1,29.2,1,1,1,111
SELLER_0645,2,41,1182.67,5,5,3,553
SELLER_0646,25,70,11806.62,4,5,5,455
SELLER_0647,46,1,625.33,3,1,3,313
SELLER_0648,7,93,6055.34,5,5,5,555
SELLER_0649,238,2,51.55,2,1,1,211
SELLER_0650,3,2,631.25,5,1,3,513
SELLER_0651,256,3,227.67000000000002,1,2,2,122
SELLER_0652,15,8,2289.54,4,3,4,434
SELLER_0653,20,32,1408.6,4,4,3,443
SELLER_0654,5,52,3661.25,5,5,4,554
SELLER_0655,11,1,137.01999999999998,5,1,1,511
SELLER_0656,256,2,2630.6800000000003,1,1,4,114
SELLER_0657,177,3,102.30000000000001,2,2,1,221
SELLER_0658,48,6,1348.99,3,3,3,333
SELLER_0659,78,3,240.06,3,2,2,322
SELLER_0660,7,2,531.44,5,1,2,512
SELLER_0661,443,1,63.4,1,1,1,111
SELLER_0662,26,2,257.13,4,1,2,412
SELLER_0663,309,6,1612.03,1,3,3,133
SELLER_0664,50,125,11059.41,3,5,5,355
SELLER_0665,455,7,1442.0900000000001,1,3,3,133
SELLER_0666,162,6,10050.04,2,3,5,235
SELLER_0667,520,4,487.48,1,2,2,122
SELLER_0668,7,33,3011.21,5,4,4,544
SELLER_0669,85,2,759.59,3,1,3,313
SELLER_0670,14,1,135.28,4,1,1,411
SELLER_0671,28,123,11544.1,4,5,5,455
SELLER_0672,14,27,2550.44,4,4,4,444
SELLER_0673,490,1,325.33,1,1,2,112
SELLER_0674,14,14,1236.62,4,4,3,443
SELLER_0675,499,5,1029.04,1,2,3,123
SELLER_0676,180,1,120.76,2,1,1,211
SELLER_0677,154,13,603.72,2,4,2,242
SELLER_0678,96,1,143.25,2,1,1,211
SELLER_0679,27,2,340.64,4,1,2,412
SELLER_0680,80,14,700.97,3,4,3,343
SELLER_0681,21,36,1481.19,4,4,3,443
SELLER_0682,19,36,44072.22,4,4,5,445
SELLER_0683,16,2,274.86,4,1,2,412
SELLER_0684,48,8,1983.29,3,3,4,334
SELLER_0685,3,51,3347.83,5,5,4,554
SELLER_0686,301,18,37657.770000000004,1,4,5,145
SELLER_0687,84,10,1563.68,3,3,3,333
SELLER_0688,298,3,231.96,1,2,2,122
SELLER_0689,659,2,192.46,1,1,1,111
SELLER_0690,381,10,862.25,1,3,3,133
SELLER_0691,25,21,3845.41,4,4,4,444
SELLER_0692,21,29,8704.98,4,4,5,445
SELLER_0693,63,23,9939.02,3,4,5,345
SELLER_0694,79,86,8710.99,3,5,5,355
SELLER_0695,7,78,7089.99,5,5,5,555
SELLER_0696,15,51,5737.21,4,5,5,455
SELLER_0697,4,22,1830.36,5,4,4,544
SELLER_0698,48,28,5433.19,3,4,5,345
SELLER_0699,31,99,12184.3,4,5,5,455
SELLER_0700,97,1,144.44,2,1,1,211
SELLER_0701,296,2,191.43,1,1,1,111
SELLER_0702,540,1,169.0,1,1,1,111
SELLER_0703,2,8,1139.93,5,3,3,533
SELLER_0704,19,1,60.63,4,1,1,411
SELLER_0705,197,11,541.97,2,3,2,232
SELLER_0706,20,17,2608.03,4,4,4,444
SELLER_0707,6,2,123.87,5,1,1,511
SELLER_0708,125,1,283.73,2,1,2,212
SELLER_0709,29,169,26281.08,4,5,5,455
SELLER_0710,96,18,4979.49,2,4,4,244
SELLER_0711,223,5,661.81,2,2,3,223
SELLER_0712,19,2,573.74,4,1,2,412
SELLER_0713,2,1731,127307.1,5,5,5,555
SELLER_0714,207,1,86.43,2,1,1,211
SELLER_0715,239,3,182.03999999999996,2,2,1,221
SELLER_0716,12,10,685.35,5,3,3,533
SELLER_0717,12,4,473.01,5,2,2,522
SELLER_0718,502,2,155.25,1,1,1,111
SELLER_0719,208,43,1907.61,2,5,4,254
SELLER_0720,117,4,571.88,2,2,2,222
SELLER_0721,439,1,109.42,1,1,1,111
SELLER_0722,21,204,31485.42,4,5,5,455
SELLER_0723,493,1,51.42,1,1,1,111
SELLER_0724,195,2,150.63,2,1,1,211
SELLER_0725,441,8,486.14,1,3,2,132
SELLER_0726,543,5,517.6600000000001,1,2,2,122
SELLER_0727,33,18,6505.12,4,4,5,445
SELLER_0728,273,12,753.62,1,4,3,143
SELLER_0729,172,6,596.59,2,3,2,232
SELLER_0730,12,118,9380.52,5,5,5,555
SELLER_0731,20,82,4640.59,4,5,4,454
SELLER_0732,559,1,44.42,1,1,1,111
SELLER_0733,296,7,454.66,1,3,2,132
SELLER_0734,211,4,2110.29,2,2,4,224
SELLER_0735,9,3,823.56,5,2,3,523
SELLER_0736,41,1,949.62,3,1,3,313
SELLER_0737,31,2,40.76,4,1,1,411
SELLER_0738,267,10,458.5,1,3,2,132
SELLER_0739,4,25,2129.96,5,4,4,544
SELLER_0740,293,14,5389.16,1,4,4,144
SELLER_0741,5,65,8137.87,5,5,5,555
SELLER_0742,434,8,6527.82,1,3,5,135
SELLER_0743,659,1,194.85000000000002,1,1,1,111
SELLER_0744,247,32,746.51,2,4,3,243
SELLER_0745,70,22,2279.56,3,4,4,344
SELLER_0746,97,6,324.97,2,3,2,232
SELLER_0747,27,15,1587.82,4,4,3,443
SELLER_0748,153,4,2353.44,2,2,4,224
SELLER_0749,18,16,12786.43,4,4,5,445
SELLER_0750,664,1,196.27,1,1,1,111
SELLER_0751,53,1,196.11,3,1,1,311
SELLER_0752,43,1,93.53,3,1,1,311
SELLER_0753,664,3,458.19,1,2,2,122
SELLER_0754,349,1,927.82,1,1,3,113
SELLER_0755,157,1,104.28,2,1,1,211
SELLER_0756,23,17,971.57,4,4,3,443
SELLER_0757,22,9,11475.83,4,3,5,435
SELLER_0758,8,30,4030.38,5,4,4,544
SELLER_0759,8,37,1731.26,5,5,4,554
SELLER_0760,104,5,2914.7199999999993,2,2,4,224
SELLER_0761,6,10,619.14,5,3,3,533
SELLER_0762,445,6,1154.72,1,3,3,133
SELLER_0763,481,1,3009.53,1,1,4,114
SELLER_0764,23,14,1389.04,4,4,3,443
SELLER_0765,306,10,4719.4400000000005,1,3,4,134
SELLER_0766,10,109,12053.52,5,5,5,555
SELLER_0767,40,1,46.03,3,1,1,311
SELLER_0768,147,7,787.26,2,3,3,233
SELLER_0769,7,41,8095.91,5,5,5,555
SELLER_0770,5,84,5996.12,5,5,5,555
SELLER_0771,14,60,3851.0099999999998,4,5,4,454
SELLER_0772,209,110,12599.01,2,5,5,255
SELLER_0773,7,3,120.81,5,2,1,521
SELLER_0774,362,1,304.17999999999995,1,1,2,112
SELLER_0775,13,9,488.02,4,3,2,432
SELLER_0776,70,5,722.12,3,2,3,323
SELLER_0777,46,6,941.72,3,3,3,333
SELLER_0778,19,9,2168.54,4,3,4,434
SELLER_0779,552,1,87.36999999999999,1,1,1,111
SELLER_0780,35,26,7610.05,3,4,5,345
SELLER_0781,154,3,548.27,2,2,2,222
SELLER_0782,248,1,224.75,1,1,2,112
SELLER_0783,10,55,4561.51,5,5,4,554
SELLER_0784,95,21,846.24,2,4,3,243
SELLER_0785,102,10,3047.61,2,3,4,234
SELLER_0786,39,1,107.30000000000001,3,1,1,311
SELLER_0787,20,3,930.3999999999999,4,2,3,423
SELLER_0788,9,50,3267.31,5,5,4,554
SELLER_0789,394,8,1176.23,1,3,3,133
SELLER_0790,2,22,2356.54,5,4,4,544
SELLER_0791,7,58,4079.09,5,5,4,554
SELLER_0792,12,79,7065.75,5,5,5,555
SELLER_0793,315,18,1642.8100000000002,1,4,3,143
SELLER_0794,502,7,3959.13,1,3,4,134
SELLER_0795,36,40,8207.64,3,5,5,355
SELLER_0796,6,3,4197.62,5,2,4,524
SELLER_0797,221,2,862.37,2,1,3,213
SELLER_0798,89,1,62.97,3,1,1,311
SELLER_0799,41,6,203.99,3,3,1,331
SELLER_0800,40,2,232.47,3,1,2,312
SELLER_0801,46,11,711.7,3,3,3,333
SELLER_0802,6,49,15696.51,5,5,5,555
SELLER_0803,87,1,57.29,3,1,1,311
SELLER_0804,40,1,171.16,3,1,1,311
SELLER_0805,7,42,27645.7,5,5,5,555
SELLER_0806,48,39,26368.489999999998,3,5,5,355
SELLER_0807,8,294,205298.46,5,5,5,555
SELLER_0808,251,55,2661.2,1,5,4,154
SELLER_0809,111,1,487.38,2,1,2,212
SELLER_0810,26,5,760.65,4,2,3,423
SELLER_0811,100,2,659.72,2,1,3,213
SELLER_0812,430,20,4066.72,1,4,4,144
SELLER_0813,34,22,10561.09,4,4,5,445
SELLER_0814,141,1,57.230000000000004,2,1,1,211
SELLER_0815,422,5,832.22,1,2,3,123
SELLER_0816,20,10,1511.1699999999998,4,3,3,433
SELLER_0817,390,2,148.92000000000002,1,1,1,111
SELLER_0818,121,1,175.83,2,1,1,211
SELLER_0819,40,17,1863.04,3,4,4,344
SELLER_0820,14,11,779.92,4,3,3,433
SELLER_0821,241,2,508.63,2,2,2,222
SELLER_0822,12,90,7253.26,5,5,5,555
SELLER_0823,30,73,4599.54,4,5,4,454
SELLER_0824,11,59,43031.94,5,5,5,555
SELLER_0825,277,6,149.75,1,3,1,131
SELLER_0826,409,1,31.0,1,1,1,111
SELLER_0827,5,89,11179.89,5,5,5,555
SELLER_0828,59,2,101.98999999999998,3,2,1,321
SELLER_0829,432,6,4968.889999999999,1,3,4,134
SELLER_0830,78,14,2259.55,3,4,4,344
SELLER_0831,46,3,351.73,3,2,2,322
SELLER_0832,105,3,2084.73,2,2,4,224
SELLER_0833,198,6,834.72,2,3,3,233
SELLER_0834,18,4,205.81,4,2,2,422
SELLER_0835,177,6,436.99,2,3,2,232
SELLER_0836,117,13,487.65000000000003,2,4,2,242
SELLER_0837,43,3,390.26,3,2,2,322
SELLER_0838,38,5,761.29,3,2,3,323
SELLER_0839,8,15,2337.39,5,4,4,544
SELLER_0840,28,4,1572.28,4,2,3,423
SELLER_0841,319,1,104.37,1,1,1,111
SELLER_0842,306,5,541.27,1,2,2,122
SELLER_0843,1,7,302.90999999999997,5,3,2,532
SELLER_0844,132,1,140.68,2,1,1,211
SELLER_0845,27,15,2068.41,4,4,4,444
SELLER_0846,46,20,1068.88,3,4,3,343
SELLER_0847,1,13,472.40999999999997,5,4,2,542
SELLER_0848,148,1,81.6,2,1,1,211
SELLER_0849,77,4,491.33,3,2,2,322
SELLER_0850,537,1,39.46,1,1,1,111
SELLER_0851,213,25,1665.2400000000002,2,4,4,244
SELLER_0852,283,7,1515.27,1,3,3,133
SELLER_0853,147,1,173.23000000000002,2,1,1,211
SELLER_0854,195,8,2019.2199999999998,2,3,4,234
SELLER_0855,122,129,20279.86,2,5,5,255
SELLER_0856,17,17,2325.92,4,4,4,444
SELLER_0857,444,1,344.67,1,1,2,112
SELLER_0858,332,2,233.25,1,2,2,122
SELLER_0859,41,21,1237.06,3,4,3,343
SELLER_0860,406,2,129.56,1,2,1,121
SELLER_0861,34,1,54.16,4,1,1,411
SELLER_0862,545,1,71.72,1,1,1,111
SELLER_0863,75,4,642.78,3,2,3,323
SELLER_0864,29,2,80.08,4,2,1,421
SELLER_0865,98,1,219.27,2,1,2,212
SELLER_0866,44,19,2954.27,3,4,4,344
SELLER_0867,355,14,21924.25,1,4,5,145
SELLER_0868,27,1,85.49000000000001,4,1,1,411
SELLER_0869,13,6,598.08,4,3,2,432
SELLER_0870,7,9,2001.98,5,3,4,534
SELLER_0871,43,169,23069.66,3,5,5,355
SELLER_0872,40,5,67.69999999999999,3,2,1,321
SELLER_0873,151,2,670.98,2,2,3,223
SELLER_0874,120,111,15650.89,2,5,5,255
SELLER_0875,76,1,28.29,3,1,1,311
SELLER_0876,117,11,1691.5,2,3,4,234
SELLER_0877,144,6,10031.56,2,3,5,235
SELLER_0878,123,1,767.69,2,1,3,213
SELLER_0879,13,119,28754.66,4,5,5,455
SELLER_0880,62,2,175.14,3,2,1,321
SELLER_0881,6,1130,51228.049999999996,5,5,5,555
SELLER_0882,74,15,2110.84,3,4,4,344
SELLER_0883,333,2,110.08000000000001,1,2,1,121
SELLER_0884,372,1,47.32,1,1,1,111
SELLER_0885,307,1,47.68,1,1,1,111
SELLER_0886,17,4,350.46,4,2,2,422
SELLER_0887,170,3,478.57000000000005,2,2,2,222
SELLER_0888,5,60,8515.12,5,5,5,555
SELLER_0889,26,18,1862.33,4,4,4,444
SELLER_0890,12,3,628.5899999999999,5,2,3,523
SELLER_0891,1,281,65133.55,5,5,5,555
SELLER_0892,32,17,1498.28,4,4,3,443
SELLER_0893,164,1,64.11,2,1,1,211
SELLER_0894,8,1,72.07,5,1,1,511
SELLER_0895,173,2,117.06,2,2,1,221
SELLER_0896,10,7,960.28,5,3,3,533
SELLER_0897,48,1,1638.72,3,1,3,313
SELLER_0898,22,47,7275.28,4,5,5,455
SELLER_0899,180,9,550.27,2,3,2,232
SELLER_0900,5,4,2271.07,5,2,4,524
SELLER_0901,5,26,3913.02,5,4,4,544
SELLER_0902,231,3,192.04,2,2,1,221
SELLER_0903,4,67,8144.7699999999995,5,5,5,555
SELLER_0904,49,9,351.1,3,3,2,332
SELLER_0905,36,3,1405.83,3,2,3,323
SELLER_0906,51,3,782.23,3,2,3,323
SELLER_0907,6,8,603.47,5,3,2,532
SELLER_0908,8,35,4151.12,5,4,4,544
SELLER_0909,482,1,412.21000000000004,1,1,2,112
SELLER_0910,4,111,8522.5,5,5,5,555
SELLER_0911,14,6,933.9300000000001,4,3,3,433
SELLER_0912,101,11,1028.91,2,3,3,233
SELLER_0913,276,5,2230.12,1,2,4,124
SELLER_0914,553,11,2289.34,1,3,4,134
SELLER_0915,9,128,28744.63,5,5,5,555
SELLER_0916,5,5,310.77,5,2,2,522
SELLER_0917,35,4,435.57,3,2,2,322
SELLER_0918,460,1,195.43,1,1,1,111
SELLER_0919,141,9,319.03999999999996,2,3,2,232
SELLER_0920,317,3,400.76,1,2,2,122
SELLER_0921,356,29,1370.22,1,4,3,143
SELLER_0922,485,1,33.16,1,1,1,111
SELLER_0923,259,4,182.22,1,2,1,121
SELLER_0924,34,30,1242.44,4,4,3,443
SELLER_0925,34,23,1830.15,4,4,4,444
SELLER_0926,157,1,53.15,2,1,1,211
SELLER_0927,112,7,1225.5900000000001,2,3,3,233
SELLER_0928,56,3,133.6,3,2,1,321
SELLER_0929,71,7,745.9200000000001,3,3,3,333
SELLER_0930,6,57,9810.58,5,5,5,555
SELLER_0931,8,139,16295.23,5,5,5,555
SELLER_0932,234,15,2333.85,2,4,4,244
SELLER_0933,26,13,1410.93,4,4,3,443
SELLER_0934,89,2,132.67000000000002,3,2,1,321
SELLER_0935,197,5,1229.1,2,2,3,223
SELLER_0936,2,163,14271.88,5,5,5,555
SELLER_0937,48,1,97.66000000000001,3,1,1,311
SELLER_0938,326,12,791.29,1,4,3,143
SELLER_0939,28,15,1075.48,4,4,3,443
SELLER_0940,461,1,84.24,1,1,1,111
SELLER_0941,13,78,4443.59,4,5,4,454
SELLER_0942,64,61,9289.369999999999,3,5,5,355
SELLER_0943,45,2,223.36,3,2,2,322
SELLER_0944,369,3,1338.41,1,2,3,123
SELLER_0945,76,50,3857.17,3,5,4,354
SELLER_0946,10,6,1870.75,5,3,4,534
SELLER_0947,411,12,2068.7999999999997,1,4,4,144
SELLER_0948,105,20,2523.79,2,4,4,244
SELLER_0949,21,13,2144.42,4,4,4,444
SELLER_0950,32,55,9844.56,4,5,5,455
SELLER_0951,507,2,190.13,1,2,1,121
SELLER_0952,9,95,5940.639999999999,5,5,5,555
SELLER_0953,40,5,269.90999999999997,3,2,2,322
SELLER_0954,257,3,820.27,1,2,3,123
SELLER_0955,178,9,219.23000000000002,2,3,2,232
SELLER_0956,228,38,3734.36,2,5,4,254
SELLER_0957,23,8,590.99,4,3,2,432
SELLER_0958,120,11,1023.3800000000001,2,3,3,233
SELLER_0959,366,4,570.8299999999999,1,2,2,122
SELLER_0960,9,8,673.2099999999999,5,3,3,533
SELLER_0961,50,12,1395.71,3,4,3,343
SELLER_0962,6,125,11215.45,5,5,5,555
SELLER_0963,62,3,530.95,3,2,2,322
SELLER_0964,36,1,37.36,3,1,1,311
SELLER_0965,289,1,1025.24,1,1,3,113
SELLER_0966,11,14,10664.81,5,4,5,545
SELLER_0967,7,6,774.3,5,3,3,533
SELLER_0968,208,10,4722.97,2,3,4,234
SELLER_0969,27,2,375.93000000000006,4,2,2,422
SELLER_0970,48,1,278.91,3,1,2,312
SELLER_0971,259,18,6324.5,1,4,5,145
SELLER_0972,11,1,161.37,5,1,1,511
SELLER_0973,307,1,86.74,1,1,1,111
SELLER_0974,66,1,219.27,3,1,2,312
SELLER_0975,12,6,1680.87,5,3,4,534
SELLER_0976,521,4,383.21000000000004,1,2,2,122
SELLER_0977,45,4,5760.96,3,2,5,325
SELLER_0978,90,54,18672.75,3,5,5,355
SELLER_0979,9,23,4192.6900000000005,5,4,4,544
SELLER_0980,255,1,70.65,1,1,1,111
SELLER_0981,19,2,870.21,4,2,3,423
SELLER_0982,407,2,171.85000000000002,1,2,1,121
SELLER_0983,13,221,19888.16,4,5,5,455
SELLER_0984,85,5,247.05,3,2,2,322
SELLER_0985,16,110,7776.11,4,5,5,455
SELLER_0986,37,1,30.130000000000003,3,1,1,311
SELLER_0987,529,1,251.83,1,1,2,112
SELLER_0988,238,7,383.44,2,3,2,232
SELLER_0989,39,1,69.00999999999999,3,1,1,311
SELLER_0990,152,9,1221.69,2,3,3,233
SELLER_0991,176,7,215.95000000000002,2,3,2,232
SELLER_0992,220,9,384.12,2,3,2,232
SELLER_0993,12,1,47.14,5,1,1,511
SELLER_0994,18,234,33142.9,4,5,5,455
SELLER_0995,26,5,353.01,4,2,2,422
SELLER_0996,12,180,38373.79,5,5,5,555
SELLER_0997,3,7,2735.67,5,3,4,534
SELLER_0998,265,2,864.88,1,2,3,123
SELLER_0999,6,56,14910.43,5,5,5,555
SELLER_1000,67,1,111.75999999999999,3,1,1,311
SELLER_1001,111,1,61.08,2,1,1,211
SELLER_1002,349,3,210.89999999999998,1,2,2,122
SELLER_1003,406,8,516.2,1,3,2,132
SELLER_1004,160,1,33.68,2,1,1,211
SELLER_1005,94,51,3227.75,2,5,4,254
SELLER_1006,322,2,94.75999999999999,1,2,1,121
SELLER_1007,204,7,2571.31,2,3,4,234
SELLER_1008,31,7,895.02,4,3,3,433
SELLER_1009,435,13,407.70000000000005,1,4,2,142
SELLER_1010,10,57,53419.14,5,5,5,555
SELLER_1011,40,2,1281.23,3,2,3,323
SELLER_1012,48,2,204.32999999999998,3,2,1,321
SELLER_1013,21,30,6159.95,4,4,5,445
SELLER_1014,52,8,597.62,3,3,2,332
SELLER_1015,16,15,1377.16,4,4,3,443
SELLER_1016,7,390,37570.8,5,5,5,555
SELLER_1017,83,10,2900.77,3,3,4,334
SELLER_1018,123,1,28.29,2,1,1,211
SELLER_1019,28,7,2930.54,4,3,4,434
SELLER_1020,18,46,9244.91,4,5,5,455
SELLER_1021,225,5,328.36,2,2,2,222
SELLER_1022,439,10,421.27,1,3,2,132
SELLER_1023,5,43,3428.53,5,5,4,554
SELLER_1024,10,10,338.49,5,3,2,532
SELLER_1025,242,4,419.67,2,2,2,222
SELLER_1026,4,449,42422.25,5,5,5,555
SELLER_1027,330,1,61.739999999999995,1,1,1,111
SELLER_1028,13,13,661.85,4,4,3,443
SELLER_1029,6,79,5849.35,5,5,5,555
SELLER_1030,23,50,2135.68,4,5,4,454
SELLER_1031,11,8,485.05,5,3,2,532
SELLER_1032,498,2,83.52,1,2,1,121
SELLER_1033,210,2,115.52,2,2,1,221
SELLER_1034,16,54,11148.28,4,5,5,455
SELLER_1035,35,3,229.66,3,2,2,322
SELLER_1036,432,7,444.11,1,3,2,132
SELLER_1037,8,73,6236.75,5,5,5,555
SELLER_1038,60,2,347.73,3,2,2,322
SELLER_1039,114,1,65.39,2,1,1,211
SELLER_1040,26,5,583.26,4,3,2,432
SELLER_1041,42,29,4232.65,3,4,4,344
SELLER_1042,663,1,34.42,1,1,1,111
SELLER_1043,53,1,33.19,3,1,1,311
SELLER_1044,61,13,932.36,3,4,3,343
SELLER_1045,337,8,551.04,1,3,2,132
SELLER_1046,36,4,333.95,3,2,2,322
SELLER_1047,5,45,5401.47,5,5,4,554
SELLER_1048,43,6,3355.9,3,3,4,334
SELLER_1049,26,92,5921.67,4,5,5,455
SELLER_1050,12,63,4220.42,5,5,4,554
SELLER_1051,352,4,63.050000000000004,1,2,1,121
SELLER_1052,252,13,724.4699999999999,1,4,3,143
SELLER_1053,9,11,825.16,5,3,3,533
SELLER_1054,180,8,1038.35,2,3,3,233
SELLER_1055,183,38,7482.84,2,5,5,255
SELLER_1056,185,2,222.37,2,2,2,222
SELLER_1057,93,1,363.78999999999996,2,1,2,212
SELLER_1058,68,16,2916.94,3,4,4,344
SELLER_1059,20,1295,227001.56,4,5,5,455
SELLER_1060,253,1,79.56,1,1,1,111
SELLER_1061,10,1,149.04000000000002,5,1,1,511
SELLER_1062,12,36,3571.99,5,5,4,554
SELLER_1063,17,1,410.91,4,1,2,412
SELLER_1064,448,3,123.73,1,2,1,121
SELLER_1065,104,10,2294.0,2,3,4,234
SELLER_1066,69,1,244.02,3,1,2,312
SELLER_1067,230,31,3039.04,2,4,4,244
SELLER_1068,248,9,491.21000000000004,1,3,2,132
SELLER_1069,4,111,15099.44,5,5,5,555
SELLER_1070,10,12,3231.86,5,4,4,544
SELLER_1071,62,41,4807.22,3,5,4,354
SELLER_1072,476,1,214.56,1,1,2,112
SELLER_1073,6,8,5481.93,5,3,5,535
SELLER_1074,489,1,141.42000000000002,1,1,1,111
SELLER_1075,193,2,1444.37,2,2,3,223
SELLER_1076,184,1,55.79,2,1,1,211
SELLER_1077,82,15,6864.66,3,4,5,345
SELLER_1078,10,19,5415.32,5,4,5,545
SELLER_1079,95,1,162.59,2,1,1,211
SELLER_1080,356,6,3626.5,1,3,4,134
SELLER_1081,17,30,10341.95,4,4,5,445
SELLER_1082,12,79,42187.88,5,5,5,555
SELLER_1083,447,2,6837.24,1,2,5,125
SELLER_1084,210,1,106.55,2,1,1,211
SELLER_1085,6,2,78.96000000000001,5,2,1,521
SELLER_1086,63,1,123.18,3,1,1,311
SELLER_1087,240,2,79.73,2,2,1,221
SELLER_1088,194,29,5327.2300000000005,2,4,4,244
SELLER_1089,45,1,37.56,3,1,1,311
SELLER_1090,36,115,13239.8,3,5,5,355
SELLER_1091,111,20,2081.07,2,4,4,244
SELLER_1092,33,5,6508.7,4,3,5,435
SELLER_1093,285,3,124.28999999999999,1,2,1,121
SELLER_1094,84,1,129.64000000000001,3,1,1,311
SELLER_1095,85,1,46.760000000000005,3,1,1,311
SELLER_1096,36,97,13291.14,3,5,5,355
SELLER_1097,219,117,6273.28,2,5,5,255
SELLER_1098,88,5,1228.1799999999998,3,3,3,333
SELLER_1099,7,2,1183.84,5,2,3,523
SELLER_1100,252,4,2027.4,1,2,4,124
SELLER_1101,8,16,4823.55,5,4,4,544
SELLER_1102,36,22,9266.42,3,4,5,345
SELLER_1103,256,2,363.42999999999995,1,2,2,122
SELLER_1104,221,47,7971.5599999999995,2,5,5,255
SELLER_1105,194,2,141.82999999999998,2,2,1,221
SELLER_1106,228,2,1788.7900000000002,2,2,4,224
SELLER_1107,39,32,10077.44,3,4,5,345
