Seller_id,Seller_zipcode_prefix,Seller_city,Seller_state
SELLER_0697,85640,ampere,PR
SELLER_0698,35500,divinopolis,MG
SELLER_0699,30180,belo horizonte,MG
SELLER_0700,83010,sao jose dos pinhais,PR
SELLER_0701,1026,sao paulo,SP
SELLER_0702,35680,itauna,MG
SELLER_0703,11443,guaruja,SP
SELLER_0704,3065,sao paulo,SP
SELLER_0705,88063,florianopolis,SC
SELLER_0706,3533,sao paulo,SP
SELLER_0707,91901,porto alegre,RS
SELLER_0708,13800,mogi mirim,SP
SELLER_0709,89224,joinville,SC
SELLER_0710,89520,curitibanos,SC
SELLER_0711,71906,brasilia df,DF
SELLER_0712,37410,tres coracoes,MG
SELLER_0713,5849,sao paulo,SP
SELLER_0714,60346,fortaleza,CE
SELLER_0715,1403,sao paulo,SP
SELLER_0716,2727,sao paulo,SP
SELLER_0717,8710,mogi das cruses,SP
SELLER_0718,4256,sao paulo,SP
SELLER_0719,13088,campinas,SP
SELLER_0720,4160,sao paulo,SP
SELLER_0721,30310,belo horizonte,MG
SELLER_0722,87025,maringa,PR
SELLER_0723,20771,rio de janeiro,RJ
SELLER_0724,12940,atibaia,SP
SELLER_0725,85900,toledo,PR
SELLER_0726,82940,curitiba,PR
SELLER_0727,35162,ipatinga,MG
SELLER_0728,95059,caxias do sul,RS
SELLER_0729,88790,laguna,SP
SELLER_0730,13920,pedreira,SP
SELLER_0731,2407,sao paulo,SP
SELLER_0732,13041,campinas,SP
SELLER_0733,12942,atibaia,SP
SELLER_0734,36071,juiz de fora,MG
SELLER_0735,1310,sao paulo,SP
SELLER_0736,36213,dores de campos,MG
SELLER_0737,5353,sao paulo - sp,SP
SELLER_0738,2532,sao paulo,SP
SELLER_0739,9560,sao caetano do sul,SP
SELLER_0740,13603,araras,SP
SELLER_0741,5138,sao paulo,SP
SELLER_0742,7071,guarulhos,SP
SELLER_0743,9111,santo andre,SP
SELLER_0744,18040,sorocaba,SP
SELLER_0745,13085,campinas,SP
SELLER_0746,17350,igaracu do tiete,SP
SELLER_0747,13473,americana,SP
SELLER_0748,88353,brusque,SC
SELLER_0749,88350,brusque,SC
SELLER_0750,9510,sao caetano do sul,SP
SELLER_0751,38412,uberlandia,MG
SELLER_0752,14750,pitangueiras,SP
SELLER_0753,30120,belo horizonte,MG
SELLER_0754,22451,rio de janeiro,RJ
SELLER_0755,4317,sao paulo,SP
SELLER_0756,1001,sao paulo,SP
SELLER_0757,5705,sao paulo,SP
SELLER_0758,81650,curitiba,PR
SELLER_0759,7160,guarulhos,SP
SELLER_0760,18085,sorocaba,SP
SELLER_0761,81020,curitiba,PR
SELLER_0762,79090,campo grande,MS
SELLER_0763,1226,sao paulo,SP
SELLER_0764,3303,sao paulo,SP
SELLER_0765,3567,sao paulo,SP
SELLER_0766,9270,santo andre,SP
SELLER_0767,17400,garca,SP
SELLER_0768,19470,presidente epitacio,SP
SELLER_0769,91510,porto alegre,RS
SELLER_0770,14940,ibitinga,SP
SELLER_0771,3613,sao paulo,SP
SELLER_0772,31255,belo horizonte,MG
SELLER_0773,14940,ibitinga,SP
SELLER_0774,74340,goiania,GO
SELLER_0775,2124,sao paulo,SP
SELLER_0776,14910,tabatinga,SP
SELLER_0777,9726,sbc/sp,SP
SELLER_0778,85904,toledo,PR
SELLER_0779,81730,curitiba,PR
SELLER_0780,45816,arraial d'ajuda (porto seguro),BA
SELLER_0781,13481,limeira,SP
SELLER_0782,61800,pacatuba,CE
SELLER_0783,13930,serra negra,SP
SELLER_0784,4087,sao paulo,SP
SELLER_0785,23095,rio de janeiro,RJ
SELLER_0786,73801,formosa,GO
SELLER_0787,7023,guarulhos,SP
SELLER_0788,3167,sao paulo,SP
SELLER_0789,4833,sao paulo,SP
SELLER_0790,24346,niteroi,RJ
SELLER_0791,37564,borda da mata,MG
SELLER_0792,81825,curitiba,PR
SELLER_0793,11680,ubatuba,SP
SELLER_0794,85988,entre rios do oeste,PR
SELLER_0795,13566,sao carlos,SP
SELLER_0796,37540,sao paulo,SP
SELLER_0797,15813,catanduva,SP
SELLER_0798,11013,santos,SP
SELLER_0799,20751,rio de janeiro,RJ
SELLER_0800,6768,taboao da serra,SP
SELLER_0801,3550,sao paulo,SP
SELLER_0802,35570,formiga,MG
SELLER_0803,1139,sao paulo,SP
SELLER_0804,11075,santos,SP
SELLER_0805,95012,caxias do sul,RS
SELLER_0806,27930,macae,RJ
SELLER_0807,42738,lauro de freitas,BA
SELLER_0808,31230,belo horizonte,MG
SELLER_0809,95900,lajeado,RS
SELLER_0810,85804,cascavel,PR
SELLER_0811,95800,venancio aires,RS
SELLER_0812,79107,campo grande,MS
SELLER_0813,15041,sao jose do rio preto,SP
SELLER_0814,88370,navegantes,SC
SELLER_0815,30130,belo horizonte,MG
SELLER_0816,9633,sao bernardo do campo,SP
SELLER_0817,2220,sao paulo,SP
SELLER_0818,11070,santos,SP
SELLER_0819,13481,limeira,SP
SELLER_0820,6513,santana de parnaiba,SP
SELLER_0821,81050,curitiba,PR
SELLER_0822,12701,cruzeiro,SP
SELLER_0823,14940,ibitinga,SP
SELLER_0824,9920,diadema,SP
SELLER_0825,5041,sao paulo,SP
SELLER_0826,87050,maringa,PR
SELLER_0827,71200,brasilia,DF
SELLER_0828,18047,sorocaba,SP
SELLER_0829,15085,sao jose do rio preto,SP
SELLER_0830,15130,mirassol,SP
SELLER_0831,36886,muriae,MG
SELLER_0832,1311,sao paulo,SP
SELLER_0833,2510,sao paulo,SP
SELLER_0834,92420,canoas,RS
SELLER_0835,22745,rio de janeiro,RJ
SELLER_0836,9810,sao bernardo do campo,SP
SELLER_0837,15076,sao jose do rio preto,SP
SELLER_0838,27274,volta redonda,RJ
SELLER_0839,7170,guarulhos,SP
SELLER_0840,4144,sao paulo,SP
SELLER_0841,5319,sao paulo,SP
SELLER_0842,4827,sao paulo,SP
SELLER_0843,9230,santo andre/sao paulo,SP
SELLER_0844,95240,ipe,RS
SELLER_0845,1230,sao paulo,SP
SELLER_0846,25750,petropolis,RJ
SELLER_0847,1224,sao paulo,SP
SELLER_0848,13082,campinas,SP
SELLER_0849,2751,sao paulo,SP
SELLER_0850,81540,curitiba,PR
SELLER_0851,13660,porto ferreira,SP
SELLER_0852,31130,belo horizonte,MG
SELLER_0853,91150,porto alegre,RS
SELLER_0854,72125,brasilia,DF
SELLER_0855,14050,ribeirao preto,SP
SELLER_0856,18608,botucatu,SP
SELLER_0857,81320,curitiba,PR
SELLER_0858,8220,sao paulo,SP
SELLER_0859,29260,domingos martins,ES
SELLER_0860,13030,campinas,SP
SELLER_0861,3644,sao paulo,SP
SELLER_0862,38010,uberaba,MG
SELLER_0863,19027,presidente prudente,SP
SELLER_0864,1031,sao paulo,SP
SELLER_0865,3282,sao paulo,SP
SELLER_0866,35170,coronel fabriciano,MG
SELLER_0867,3390,sao paulo,SP
SELLER_0868,94930,cachoeirinha,RS
SELLER_0869,5311,sao paulo,SP
SELLER_0870,14940,ibitinga,SP
SELLER_0871,3333,sao paulo,SP
SELLER_0872,9320,maua,SP
SELLER_0873,9820,sao bernardo do campo,SP
SELLER_0874,15014,s jose do rio preto,SP
SELLER_0875,14092,ribeirao preto,SP
SELLER_0876,19820,taruma,SP
SELLER_0877,4088,sao paulo,SP
SELLER_0878,7043,guarulhos,SP
SELLER_0879,38414,uberlandia,MG
SELLER_0880,13481,limeira,SP
SELLER_0881,4160,sao paulo,SP
SELLER_0882,4693,sao paulo,SP
SELLER_0883,3060,sao paulo,SP
SELLER_0884,2116,sao paulo,SP
SELLER_0885,8280,sao paulo,SP
SELLER_0886,18015,sorocaba,SP
SELLER_0887,18015,sorocaba,SP
SELLER_0888,4567,sao paulo,SP
SELLER_0889,31844,belo horizonte,MG
SELLER_0890,14020,ribeirao preto,SP
SELLER_0891,13030,campinas,SP
SELLER_0892,7402,aruja,SP
SELLER_0893,74223,goiania,GO
SELLER_0894,13575,sao carlos,SP
SELLER_0895,1156,sao paulo,SP
SELLER_0896,3363,sp / sp,SP
SELLER_0897,85802,cascavel,PR
SELLER_0898,2258,sao paulo,SP
SELLER_0899,30310,belo horizonte,MG
SELLER_0900,23954,angra dos reis,RJ
SELLER_0901,23050,rio de janeiro,RJ
SELLER_0902,87015,maringa,PR
SELLER_0903,8673,suzano,SP
SELLER_0904,9850,sao bernardo do campo,SP
SELLER_0905,3370,sao paulo,SP
SELLER_0906,35501,divinopolis,MG
SELLER_0907,89170,laurentino,SC
SELLER_0908,6717,cotia,SP
SELLER_0909,3372,sao paulo,SP
SELLER_0910,1319,sao paulo,SP
SELLER_0911,95270,flores da cunha,RS
SELLER_0912,88780,imbituba,SC
SELLER_0913,89256,jaragua do sul,SC
SELLER_0914,86035,londrina,PR
SELLER_0915,95780,montenegro,RS
SELLER_0916,20051,rio de janeiro,RJ
SELLER_0917,3382,sao paulo,SP
SELLER_0918,81200,curitiba,PR
SELLER_0919,3673,sao paulo,SP
SELLER_0920,86802,apucarana,PR
SELLER_0921,2189,sao paulo,SP
SELLER_0922,3077,sao paulo,SP
SELLER_0923,6036,osasco,SP
SELLER_0924,5030,sao paulo,SP
SELLER_0925,5634,sao paulo,SP
SELLER_0926,41820,salvador,BA
SELLER_0927,3059,sao paulo,SP
SELLER_0928,13660,porto ferreira,SP
SELLER_0929,14470,pedregulho,SP
SELLER_0930,93542,novo hamburgo,RS
SELLER_0931,30111,belo horizonte,MG
SELLER_0932,13930,serra negra,SP
SELLER_0933,8730,mogi das cruzes,SP
SELLER_0934,95560,torres,RS
SELLER_0935,49055,aracaju,SE
SELLER_0936,13484,limeira,SP
SELLER_0937,88135,santa catarina,SC
SELLER_0938,81930,curitiba,PR
SELLER_0939,95076,caxias do sul,RS
SELLER_0940,8111,sao paulo,SP
SELLER_0941,89254,jaragua do sul,SC
SELLER_0942,3331,sao paulo,SP
SELLER_0943,80060,curitiba,PR
SELLER_0944,38770,joao pinheiro,MG
SELLER_0945,9271,santo andre,SP
SELLER_0946,86706,arapongas,PR
SELLER_0947,15115,bady bassitt,SP
SELLER_0948,89053,blumenau,SC
SELLER_0949,3632,sao paulo,SP
SELLER_0950,78552,sinop,MT
SELLER_0951,3804,sao paulo,SP
SELLER_0952,13330,indaiatuba,SP
SELLER_0953,17510,marilia,SP
SELLER_0954,85065,guarapuava,PR
SELLER_0955,83707,araucaria,PR
SELLER_0956,92030,canoas,RS
SELLER_0957,18683,lencois paulista,SP
SELLER_0958,95110,caxias do sul,RS
SELLER_0959,36015,juiz de fora,MG
SELLER_0960,12020,taubate,SP
SELLER_0961,2992,sao paulo,SP
SELLER_0962,88115,sao jose,SC
SELLER_0963,29090,vitoria,ES
SELLER_0964,3225,sao paulo,SP
SELLER_0965,14300,batatais,SP
SELLER_0966,95082,caxias do sul,RS
SELLER_0967,33400,lagoa santa,MG
SELLER_0968,9911,sao paulo,SP
SELLER_0969,4711,sao paulo,SP
SELLER_0970,89801,chapeco,SC
SELLER_0971,85801,cascavel,PR
SELLER_0972,40285,salvador,BA
SELLER_0973,20520,rio de janeiro,RJ
SELLER_0974,11701,praia grande,SP
SELLER_0975,80710,curitiba,PR
SELLER_0976,5051,sao paulo,SP
SELLER_0977,8840,mogi das cruzes,SP
SELLER_0978,87502,umuarama,PR
SELLER_0979,83709,araucaria,PR
SELLER_0980,8225,sao paulo,SP
SELLER_0981,31110,belo horizonte,MG
SELLER_0982,6460,barueri,SP
SELLER_0983,9220,santo andre,SP
SELLER_0984,4602,sao paulo,SP
SELLER_0985,88359,brusque,SC
SELLER_0986,4781,sao paulo,SP
SELLER_0987,95055,caxias do sul,SP
SELLER_0988,87083,maringa,PR
SELLER_0989,18040,sorocaba,SP
SELLER_0990,3244,sao paulo,SP
SELLER_0991,16200,birigui,SP
SELLER_0992,5782,sao paulo,SP
SELLER_0993,26112,belford roxo,RJ
SELLER_0994,29156,cariacica,ES
SELLER_0995,13272,valinhos,SP
SELLER_0996,13101,campinas,SP
SELLER_0997,13043,campinas,SP
SELLER_0998,4111,sao paulo,SP
SELLER_0999,3087,sao paulo,SP
SELLER_1000,9370,maua,SP
SELLER_1001,12903,sp,SP
SELLER_1002,35590,lagoa da prata,MG
SELLER_1003,95690,rolante,RS
SELLER_1004,4216,sao paulo,SP
SELLER_1005,4119,sao paulo,SP
SELLER_1006,2755,sao paulo,SP
SELLER_1007,3057,sao paulo,SP
SELLER_1008,9570,sao caetano do sul,SP
SELLER_1009,9070,santo andre,SP
SELLER_1010,25963,teresopolis,RJ
SELLER_1011,13604,araras,SP
SELLER_1012,18480,itaporanga,SP
SELLER_1013,13330,indaiatuba,SP
SELLER_1014,9810,sao bernardo do campo,SP
SELLER_1015,9010,santo andre,SP
SELLER_1016,37564,borda da mata,MG
SELLER_1017,13015,campinas,SP
SELLER_1018,3513,sao paulo,SP
SELLER_1019,7113,guarulhos,SP
SELLER_1020,14406,franca,SP
SELLER_1021,18680,lencois paulista,SP
SELLER_1022,4308,sao paulo,SP
SELLER_1023,14940,ibitinga,SP
SELLER_1024,89218,joinville,SC
SELLER_1025,81350,curitiba,PR
SELLER_1026,11704,praia grande,SP
SELLER_1027,7122,guarulhos,SP
SELLER_1028,22785,rio de janeiro,RJ
SELLER_1029,7094,guarulhos,SP
SELLER_1030,8215,sao paulo,SP
SELLER_1031,13561,sao carlos,SP
SELLER_1032,5319,sao paulo,SP
SELLER_1033,30710,belo horizonte,MG
SELLER_1034,83605,campo largo,PR
SELLER_1035,18131,sao roque,SP
SELLER_1036,14804,araraquara,SP
SELLER_1037,2274,sao paulo,SP
SELLER_1038,25550,sao joao de meriti,RJ
SELLER_1039,9380,maua/sao paulo,SP
SELLER_1040,6501,santana de parnaiba,SP
SELLER_1041,4880,sao paulo,SP
SELLER_1042,12955,bom jesus dos perdoes,SP
SELLER_1043,4296,sao paulo,SP
SELLER_1044,5639,sao paulo,SP
SELLER_1045,2047,sao paulo,SP
SELLER_1046,83820,fazenda rio grande,PR
SELLER_1047,4186,sao paulo,SP
SELLER_1048,5059,sao paulo,SP
SELLER_1049,5588,sao paulo,SP
SELLER_1050,9291,santo andre,SP
SELLER_1051,17380,brotas,SP
SELLER_1052,2376,sao paulo,SP
SELLER_1053,9111,santo andre,SP
SELLER_1054,8411,sao paulo,SP
SELLER_1055,2034,sao paulo,SP
SELLER_1056,14940,ibitinga,SP
SELLER_1057,44900,irece,BA
SELLER_1058,79400,coxim,MS
SELLER_1059,8577,itaquaquecetuba,SP
SELLER_1060,14940,ibitinga,SP
SELLER_1061,3184,sao paulo,SP
SELLER_1062,17210,jau,SP
SELLER_1063,29102,vila velha,ES
SELLER_1064,83322,pinhais,PR
SELLER_1065,88704,tubarao,SC
SELLER_1066,8320,sao paulo,SP
SELLER_1067,38442,araguari,MG
SELLER_1068,3548,sao paulo,SP
SELLER_1069,86050,londrina,PR
SELLER_1070,5528,sao paulo,SP
SELLER_1071,6341,carapicuiba,SP
SELLER_1072,6714,cotia,SP
SELLER_1073,86804,apucarana,PR
SELLER_1074,13900,amparo,SP
SELLER_1075,92120,canoas,RS
SELLER_1076,89900,sao miguel do oeste,SC
SELLER_1077,28630,nova friburgo,RJ
SELLER_1078,36500,uba,MG
SELLER_1079,89114,gaspar,SC
SELLER_1080,28800,rio bonito,RJ
SELLER_1081,7174,guarulhos,SP
SELLER_1082,88501,lages,SC
SELLER_1083,80420,curitiba,PR
SELLER_1084,16300,penapolis,SP
SELLER_1085,1023,sao paulo,SP
SELLER_1086,6341,carapicuiba,SP
SELLER_1087,4447,sao paulo,SP
SELLER_1088,19814,assis,SP
SELLER_1089,89170,laurentino,SC
SELLER_1090,5503,sao paulo,SP
SELLER_1091,37540,santa rita do sapucai,MG
SELLER_1092,13202,jundiai,SP
SELLER_1093,81110,curitiba,PR
SELLER_1094,29304,cachoeiro de itapemirim,ES
SELLER_1095,8150,sao paulo,SP
SELLER_1096,86706,arapongas,PR
SELLER_1097,31030,belo horizonte,MG
SELLER_1098,20031,rio de janeiro,RJ
SELLER_1099,5048,sao paulo,SP
SELLER_1100,86975,mandaguari,PR
SELLER_1101,81070,curitiba,PR
SELLER_1102,37074,varginha,MG
SELLER_1103,6795,taboao da serra,SP
SELLER_1104,36500,uba,MG
SELLER_1105,81560,curitiba,SP
SELLER_1106,13211,jundiai,SP
SELLER_1107,5373,sao paulo,SP
SELLER_1108,12226,sao jose dos campos,SP
SELLER_1109,15015,sao jose do rio preto,SP
SELLER_1110,88020,florianopolis,SC
SELLER_1111,12328,jacarei,SP
SELLER_1112,13501,rio claro,SP
SELLER_1113,14405,franca,SP
SELLER_1114,14085,ribeirao preto,SP
SELLER_1115,4776,sp,SP
SELLER_1116,6730,vargem grande paulista,SP
SELLER_1117,87050,maringa,PR
SELLER_1118,30775,belo horizonte,MG
SELLER_1119,37590,jacutinga,MG
SELLER_1120,32372,contagem,MG
SELLER_1121,6280,sao paulo,SP
SELLER_1122,14403,franca,SP
SELLER_1123,74323,goiania,GO
SELLER_1124,13835,conchal,SP
SELLER_1125,30140,belo horizonte,MG
SELLER_1126,14940,ibitinga,SP
SELLER_1127,3178,sao paulo,SP
SELLER_1128,86192,cambe,PR
SELLER_1129,29107,vila velha,ES
SELLER_1130,20061,rio de janeiro,RJ
SELLER_1131,90020,porto alegre,RS
SELLER_1132,35680,itauna,MG
SELLER_1133,94965,cachoeirinha,RS
SELLER_1134,14940,ibitinga,SP
SELLER_1135,17201,jau,SP
SELLER_1136,2066,sao paulo,SP
SELLER_1137,4283,sao paulo,SP
SELLER_1138,81280,curitiba,PR
SELLER_1139,73020,brasilia,DF
SELLER_1140,86990,marialva,PR
SELLER_1141,9230,santo andre,SP
SELLER_1142,20930,rio de janeiro,RJ
SELLER_1143,3827,sao paulo,SP
SELLER_1144,18131,sao roque,SP
SELLER_1145,37135,alfenas,MG
SELLER_1146,88330,balneario camboriu,SC
SELLER_1147,5269,sao paulo,SP
SELLER_1148,13503,rio claro,SP
SELLER_1149,9541,sao caetano do sul,SP
SELLER_1150,12209,sao jose dos campos,SP
SELLER_1151,35570,formiga,MG
SELLER_1152,21635,rio de janeiro,RJ
SELLER_1153,81130,curitiba,PR
SELLER_1154,1123,sao paulo,SP
SELLER_1155,88138,palhoca,SC
SELLER_1156,9721,sao bernardo do capo,SP
SELLER_1157,13480,limeira,SP
SELLER_1158,18052,sorocaba,SP
SELLER_1159,7031,guarulhos,SP
SELLER_1160,22640,rio de janeiro,RJ
SELLER_1161,4809,sao paulo,SP
SELLER_1162,36576,vicosa,MG
SELLER_1163,80420,curitiba,PR
SELLER_1164,6018,osasco,SP
SELLER_1165,37540,santa rita do sapucai,MG
SELLER_1166,1541,sao paulo,SP
SELLER_1167,22713,rio de janeiro,RJ
SELLER_1168,14580,guara,SP
SELLER_1169,88301,itajai,SP
SELLER_1170,86061,londrina,PR
SELLER_1171,9560,sao paulo,SP
SELLER_1172,60710,fortaleza,CE
SELLER_1173,8260,sao paulo,SP
SELLER_1174,13505,rio claro,SP
SELLER_1175,9020,santo andre,SP
SELLER_1176,12940,atibaia,SP
SELLER_1177,4794,sao paulo,SP
SELLER_1178,4761,sao paulo,SP
SELLER_1179,9416,ribeirao pires,SP
SELLER_1180,29704,colatina,ES
SELLER_1181,9750,sao bernardo do campo,SP
SELLER_1182,85501,pato branco,PR
SELLER_1183,7866,franco da rocha,SP
SELLER_1184,13178,sumare,SP
SELLER_1185,26562,mesquita,RJ
SELLER_1186,3270,sao paulo,SP
SELLER_1187,12246,sao jose dos campos,SP
SELLER_1188,4307,sao paulo,SP
SELLER_1189,37480,lambari,MG
SELLER_1190,85853,foz do iguacu,PR
SELLER_1191,4186,sao paulo,SP
SELLER_1192,32677,betim,MG
SELLER_1193,80215,curitiba,PR
SELLER_1194,83830,fazenda rio grande,PR
SELLER_1195,32110,contagem,MG
SELLER_1196,9182,santo andre,SP
SELLER_1197,18604,botucatu,SP
SELLER_1198,3564,sao paulo,SP
SELLER_1199,8021,sao paulo,SP
SELLER_1200,3526,sao paulo,SP
SELLER_1201,8717,mogi das cruzes / sp,SP
SELLER_1202,14090,ribeirao preto,SP
SELLER_1203,85900,toledo,PR
SELLER_1204,88032,florianopolis,SC
SELLER_1205,84020,ponta grossa,PR
SELLER_1206,29300,cachoeiro de itapemirim,ES
SELLER_1207,89650,treze tilias,SC
SELLER_1208,18681,lencois paulista,SP
SELLER_1209,13015,campinas,SP
SELLER_1210,22050,rio de janeiro \rio de janeiro,RJ
SELLER_1211,15015,sao jose do rio preto,SP
SELLER_1212,88490,paulo lopes,SC
SELLER_1213,3122,sao paulo,SP
SELLER_1214,22793,rio de janeiro,RJ
SELLER_1215,70235,brasilia,DF
SELLER_1216,88350,brusque,SC
SELLER_1217,88036,florianopolis,SC
SELLER_1218,89540,santa cecilia,SC
SELLER_1219,17026,bauru,SP
SELLER_1220,15603,fernandopolis,SP
SELLER_1221,13033,campinas,SP
SELLER_1222,88750,braco do norte,SC
SELLER_1223,4281,sao paulo,SP
SELLER_1224,5571,sao paulo,SP
SELLER_1225,87120,floresta,PR
SELLER_1226,8080,sao paulo,SP
SELLER_1227,35701,sete lagoas,MG
SELLER_1228,95170,farroupilha,RS
SELLER_1229,84178,castro,PR
SELLER_1230,3275,sao paulo,SP
SELLER_1231,72801,luziania,GO
SELLER_1232,35930,joao monlevade,MG
SELLER_1233,96020,pelotas,RS
SELLER_1234,8790,mogi das cruzes,SP
SELLER_1235,88050,florianopolis,SC
SELLER_1236,58865,sao bento,PB
SELLER_1237,12916,braganca paulista,SP
SELLER_1238,91350,porto alegre,RS
SELLER_1239,5685,sao paulo,SP
SELLER_1240,89259,jaragua do sul,SC
SELLER_1241,28035,campos dos goytacazes,RJ
SELLER_1242,95013,caxias do sul,RS
SELLER_1243,37570,ouro fino,MG
SELLER_1244,83040,sao jose dos pinhas,PR
SELLER_1245,27972,macae,RJ
SELLER_1246,8710,mogi das cruzes,SP
SELLER_1247,18530,tiete,SP
SELLER_1248,4087,sao paulo,SP
SELLER_1249,94410,viamao,RS
SELLER_1250,39442,janauba,MG
SELLER_1251,13360,capivari,SP
SELLER_1252,5734,sao paulo,SP
SELLER_1253,85875,santa terezinha de itaipu,PR
SELLER_1254,4180,sao paulo,SP
SELLER_1255,38400,uberlandia,MG
SELLER_1256,3031,sao paulo,SP
SELLER_1257,85863,foz do iguacu,PR
SELLER_1258,9831,sao bernardo do campo,SP
SELLER_1259,4378,sao paulo,SP
SELLER_1260,16022,aracatuba,SP
SELLER_1261,95650,igrejinha,RS
SELLER_1262,3031,sao paulo,SP
SELLER_1263,89287,sao bento do sul,SC
SELLER_1264,3194,sao paulo,SP
SELLER_1265,13481,limeira,SP
SELLER_1266,32315,contagem,MG
SELLER_1267,25251,duque de caxias,RJ
SELLER_1268,38182,araxa,MG
SELLER_1269,14784,barretos,SP
SELLER_1270,13311,itu,SP
SELLER_1271,9271,santo andre,SP
SELLER_1272,86065,londrina,PR
SELLER_1273,35501,divinopolis,MG
SELLER_1274,37048,varginha,MG
SELLER_1275,9015,santo andre,SP
SELLER_1276,32604,betim,MG
SELLER_1277,89460,canoinhas,SC
SELLER_1278,88801,criciuma,SC
SELLER_1279,80060,curitiba,PR
SELLER_1280,83321,pinhais,PR
SELLER_1281,14940,ibitinga,SP
SELLER_1282,13570,sao carlos,SP
SELLER_1283,84010,ponta grossa,PR
SELLER_1284,13912,jaguariuna,SP
SELLER_1285,3035,sao paulo,SP
SELLER_1286,29010,vitoria,ES
SELLER_1287,35501,divinopolis,MG
SELLER_1288,22775,rio de janeiro,RJ
SELLER_1289,14910,tabatinga,SP
SELLER_1290,30421,belo horizonte,MG
SELLER_1291,15025,sao jose do rio preto,SP
SELLER_1292,3550,sao paulo,SP
SELLER_1293,2022,sao paulo,SP
SELLER_1294,89251,jaragua do sul,SC
SELLER_1295,14940,ibitinga,SP
SELLER_1296,7183,guarulhos,SP
SELLER_1297,36504,uba,MG
SELLER_1298,14940,ibitinga,SP
SELLER_1299,51250,recife,PE
SELLER_1300,31210,belo horizonte,MG
SELLER_1301,93608,estancia velha,RS
SELLER_1302,15085,sao jose do rio preto,SP
SELLER_1303,87043,maringa,PR
SELLER_1304,13056,campinas,SP
SELLER_1305,18130,sao roque,SP
SELLER_1306,37540,santa rita do sapucai,MG
SELLER_1307,94910,cachoeirinha,RS
SELLER_1308,36200,barbacena/ minas gerais,MG
SELLER_1309,82320,curitiba,PR
SELLER_1310,88301,itajai,SP
SELLER_1311,3477,sao paulo,SP
SELLER_1312,9434,ribeirao pires,SP
SELLER_1313,12914,braganca paulista,SP
SELLER_1314,32140,contagem,MG
SELLER_1315,11015,santos,SP
SELLER_1316,88037,florianopolis,SC
SELLER_1317,14020,ribeirao preto,SP
SELLER_1318,99500,carazinho,RS
SELLER_1319,59152,parnamirim,RN
SELLER_1320,1530,sao paulo,SP
SELLER_1321,13086,campinas,SP
SELLER_1322,80020,curitiba,PR
SELLER_1323,85851,foz do iguacu,PR
SELLER_1324,18074,sorocaba,SP
SELLER_1325,6080,osasco,SP
SELLER_1326,6162,osasco,SP
SELLER_1327,30285,belo horizonte,MG
SELLER_1328,1210,sao paulo,SP
SELLER_1329,8710,mogi das cruzes,SP
SELLER_1330,13322,salto,SP
SELLER_1331,3568,sao paulo,SP
SELLER_1332,98803,santo angelo,RS
SELLER_1333,21941,rio de janeiro,RJ
SELLER_1334,9060,santo andre,SP
SELLER_1335,80240,curitiba,PR
SELLER_1336,14870,jaboticabal,SP
SELLER_1337,14940,ibitinga,SP
SELLER_1338,30315,belo horizonte,MG
SELLER_1339,14315,batatais,SP
SELLER_1340,87030,maringa,PR
SELLER_1341,13272,valinhos,SP
SELLER_1342,3448,sao paulo,SP
SELLER_1343,1212,sao paulo,SP
SELLER_1344,12240,sao jose dos campos,SP
SELLER_1345,4615,sao paulo,SP
SELLER_1346,15804,catanduva,SP
SELLER_1347,9360,maua,SP
SELLER_1348,7241,guarulhos,SP
SELLER_1349,82515,curitiba,PR
SELLER_1350,87140,paincandu,PR
SELLER_1351,13087,campinas,SP
SELLER_1352,88136,palhoca,SP
SELLER_1353,13503,rio claro,SP
SELLER_1354,8752,mogi das cruzes,SP
SELLER_1355,9163,santo andre,SP
SELLER_1356,2750,sao paulo,SP
SELLER_1357,20910,rio de janeiro,RJ
SELLER_1358,28605,nova friburgo,RJ
SELLER_1359,13322,salto,SP
SELLER_1360,5713,sao paulo,SP
SELLER_1361,2925,sao paulo,SP
SELLER_1362,25803,tres rios,RJ
SELLER_1363,5083,sao paulo,SP
SELLER_1364,13043,campinas,SP
SELLER_1365,30620,belo horizonte,MG
SELLER_1366,12228,sao jose dos campos,SP
SELLER_1367,15170,tanabi,SP
SELLER_1368,3470,sao paulo,SP
SELLER_1369,74645,goiania,GO
SELLER_1370,36500,uba,MG
SELLER_1371,13660,portoferreira,SP
SELLER_1372,3643,sao paulo,SP
SELLER_1373,18080,sorocaba,SP
SELLER_1374,4810,sao paulo,SP
SELLER_1375,7032,guarulhos,SP
SELLER_1376,14312,batatais,SP
SELLER_1377,2737,sao paulo,SP
SELLER_1378,6449,barueri,SP
SELLER_1379,4255,sao paulo,SP
SELLER_1380,8410,sao paulo,SP
SELLER_1381,7074,guarulhos,SP
SELLER_1382,18087,sorocaba,SP
SELLER_1383,4403,sao paulo,SP
SELLER_1384,13360,capivari,SP
SELLER_1385,14806,araraquara,SP
SELLER_1386,71691,brasilia,DF
SELLER_1387,14802,araraquara,SP
SELLER_1388,13257,itatiba,SP
SELLER_1389,70767,brasilia,DF
SELLER_1390,4534,sao paulo,SP
SELLER_1391,21041,rio de janeiro,RJ
SELLER_1392,87114,sarandi,PR
SELLER_1393,8223,sao paulo,SP
SELLER_1394,5767,sao paulo,SP
SELLER_1395,18110,votorantim,SP
