Product_id,Product_category_name,Product_weight_g,Product_length_cm,Product_height_cm,Product_width_cm
PRODUCT_07019,home_comfort,700.0,30.0,30.0,30.0
PRODUCT_07020,fashion_bags_accessories,700.0,46.0,5.0,33.0
PRODUCT_07021,bed_bath_table,3200.0,37.0,10.0,40.0
PRODUCT_07022,sports_leisure,600.0,22.0,5.0,20.0
PRODUCT_07023,electronics,150.0,18.0,9.0,13.0
PRODUCT_07024,furniture_decor,500.0,68.0,8.0,13.0
PRODUCT_07025,consoles_games,250.0,19.0,2.0,14.0
PRODUCT_07026,home_utilities,800.0,16.0,35.0,32.0
PRODUCT_07027,perfumery,125.0,17.0,11.0,14.0
PRODUCT_07028,Unknown,4200.0,64.0,40.0,48.0
PRODUCT_07029,electronics,300.0,22.0,4.0,13.0
PRODUCT_07030,health_beauty,725.0,26.0,17.0,22.0
PRODUCT_07031,office_furniture,2600.0,53.0,11.0,32.0
PRODUCT_07032,bed_bath_table,850.0,25.0,5.0,25.0
PRODUCT_07033,watches_gifts,283.0,22.0,13.0,20.0
PRODUCT_07034,automotive,1650.0,20.0,20.0,20.0
PRODUCT_07035,furniture_decor,20650.0,36.0,50.0,70.0
PRODUCT_07036,pet_shop,10900.0,50.0,30.0,40.0
PRODUCT_07037,pet_shop,800.0,20.0,25.0,16.0
PRODUCT_07038,home_utilities,1600.0,30.0,30.0,30.0
PRODUCT_07039,furniture_decor,2000.0,25.0,50.0,25.0
PRODUCT_07040,health_beauty,200.0,30.0,3.0,40.0
PRODUCT_07041,pet_shop,400.0,18.0,12.0,15.0
PRODUCT_07042,home_utilities,5050.0,36.0,31.0,27.0
PRODUCT_07043,furniture_decor,2350.0,38.0,7.0,28.0
PRODUCT_07044,perfumery,450.0,20.0,20.0,30.0
PRODUCT_07045,automotive,200.0,16.0,8.0,11.0
PRODUCT_07046,electronics,1000.0,22.0,5.0,22.0
PRODUCT_07047,toys,625.0,33.0,13.0,23.0
PRODUCT_07048,stationery,2000.0,30.0,30.0,30.0
PRODUCT_07049,sports_leisure,975.0,19.0,20.0,15.0
PRODUCT_07050,health_beauty,200.0,20.0,20.0,20.0
PRODUCT_07051,imported_books,900.0,45.0,5.0,25.0
PRODUCT_07052,musical_instruments,725.0,28.0,8.0,23.0
PRODUCT_07053,fashion_bags_accessories,250.0,16.0,2.0,11.0
PRODUCT_07054,watches_gifts,250.0,20.0,16.0,12.0
PRODUCT_07055,baby,800.0,42.0,25.0,15.0
PRODUCT_07056,health_beauty,200.0,37.0,10.0,17.0
PRODUCT_07057,stationery,450.0,16.0,42.0,32.0
PRODUCT_07058,computers_accessories,353.0,29.0,9.0,14.0
PRODUCT_07059,home_utilities,1100.0,18.0,9.0,18.0
PRODUCT_07060,flowers,850.0,16.0,11.0,11.0
PRODUCT_07061,construction_tools,463.0,19.0,17.0,17.0
PRODUCT_07062,home_utilities,2900.0,25.0,25.0,25.0
PRODUCT_07063,cool_stuff,400.0,18.0,14.0,14.0
PRODUCT_07064,luggage_accessories,283.0,21.0,16.0,23.0
PRODUCT_07065,furniture_decor,3000.0,69.0,11.0,11.0
PRODUCT_07066,home_utilities,2650.0,23.0,23.0,23.0
PRODUCT_07067,computers_accessories,900.0,20.0,30.0,20.0
PRODUCT_07068,health_beauty,232.0,35.0,9.0,20.0
PRODUCT_07069,office_furniture,6500.0,58.0,28.0,58.0
PRODUCT_07070,computers_accessories,300.0,16.0,8.0,11.0
PRODUCT_07071,furniture_decor,800.0,30.0,3.0,19.0
PRODUCT_07072,home_utilities,7150.0,35.0,35.0,35.0
PRODUCT_07073,watches_gifts,250.0,16.0,2.0,11.0
PRODUCT_07074,baby,183.0,22.0,11.0,22.0
PRODUCT_07075,toys,578.0,33.0,19.0,33.0
PRODUCT_07076,bed_bath_table,8700.0,33.0,44.0,33.0
PRODUCT_07077,health_beauty,900.0,20.0,4.0,11.0
PRODUCT_07078,sports_leisure,3000.0,31.0,37.0,31.0
PRODUCT_07079,automotive,3900.0,47.0,19.0,23.0
PRODUCT_07080,bed_bath_table,3600.0,41.0,8.0,36.0
PRODUCT_07081,sports_leisure,800.0,30.0,20.0,20.0
PRODUCT_07082,furniture_decor,2800.0,35.0,30.0,35.0
PRODUCT_07083,sports_leisure,500.0,25.0,4.0,22.0
PRODUCT_07084,bed_bath_table,550.0,16.0,10.0,16.0
PRODUCT_07085,sports_leisure,500.0,28.0,25.0,25.0
PRODUCT_07086,furniture_decor,1300.0,40.0,30.0,40.0
PRODUCT_07087,automotive,3750.0,40.0,15.0,15.0
PRODUCT_07088,furniture_decor,2500.0,65.0,8.0,45.0
PRODUCT_07089,bed_bath_table,18050.0,85.0,23.0,55.0
PRODUCT_07090,bed_bath_table,2200.0,29.0,8.0,38.0
PRODUCT_07091,bed_bath_table,3050.0,48.0,16.0,38.0
PRODUCT_07092,stationery,5150.0,60.0,20.0,29.0
PRODUCT_07093,home_construction,450.0,17.0,20.0,17.0
PRODUCT_07094,home_construction,1250.0,25.0,43.0,17.0
PRODUCT_07095,cool_stuff,9350.0,50.0,28.0,40.0
PRODUCT_07096,cool_stuff,567.0,35.0,27.0,17.0
PRODUCT_07097,stationery,450.0,24.0,4.0,20.0
PRODUCT_07098,sports_leisure,850.0,30.0,23.0,15.0
PRODUCT_07099,small_appliances,800.0,21.0,17.0,18.0
PRODUCT_07100,food_drink,400.0,28.0,15.0,20.0
PRODUCT_07101,cinema_photo,850.0,30.0,13.0,30.0
PRODUCT_07102,telephony,200.0,19.0,4.0,11.0
PRODUCT_07103,luggage_accessories,1800.0,30.0,40.0,30.0
PRODUCT_07104,toys,665.0,20.0,25.0,16.0
PRODUCT_07105,sports_leisure,600.0,18.0,3.0,15.0
PRODUCT_07106,health_beauty,200.0,22.0,3.0,15.0
PRODUCT_07107,sports_leisure,700.0,30.0,30.0,30.0
PRODUCT_07108,watches_gifts,235.0,16.0,14.0,14.0
PRODUCT_07109,perfumery,300.0,20.0,20.0,20.0
PRODUCT_07110,office_furniture,8400.0,25.0,23.0,37.0
PRODUCT_07111,construction_tools_garden,1650.0,22.0,14.0,14.0
PRODUCT_07112,computers_accessories,300.0,15.0,5.0,13.0
PRODUCT_07113,perfumery,75.0,16.0,11.0,11.0
PRODUCT_07114,furniture_decor,3400.0,42.0,16.0,26.0
PRODUCT_07115,health_beauty,1500.0,16.0,16.0,15.0
PRODUCT_07116,cool_stuff,15300.0,43.0,40.0,40.0
PRODUCT_07117,furniture_decor,300.0,35.0,10.0,25.0
PRODUCT_07118,toys,547.0,22.0,13.0,21.0
PRODUCT_07119,sports_leisure,250.0,22.0,26.0,16.0
PRODUCT_07120,bed_bath_table,1000.0,39.0,8.0,33.0
PRODUCT_07121,home_utilities,425.0,41.0,12.0,13.0
PRODUCT_07122,computers_accessories,100.0,16.0,8.0,11.0
PRODUCT_07123,home_utilities,6150.0,35.0,35.0,35.0
PRODUCT_07124,furniture_decor,27350.0,100.0,20.0,20.0
PRODUCT_07125,furniture_decor,100.0,22.0,6.0,11.0
PRODUCT_07126,small_appliances,1025.0,37.0,26.0,29.0
PRODUCT_07127,health_beauty,1325.0,30.0,25.0,25.0
PRODUCT_07128,furniture_decor,13300.0,45.0,35.0,45.0
PRODUCT_07129,bed_bath_table,875.0,20.0,22.0,27.0
PRODUCT_07130,computers_accessories,200.0,16.0,5.0,11.0
PRODUCT_07131,automotive,5900.0,35.0,12.0,20.0
PRODUCT_07132,automotive,2800.0,36.0,3.0,24.0
PRODUCT_07133,home_utilities,950.0,30.0,30.0,30.0
PRODUCT_07134,automotive,100.0,16.0,3.0,11.0
PRODUCT_07135,furniture_decor,17350.0,40.0,50.0,40.0
PRODUCT_07136,bedroom_furniture,8400.0,39.0,13.0,70.0
PRODUCT_07137,health_beauty,300.0,22.0,5.0,15.0
PRODUCT_07138,home_utilities,1850.0,25.0,10.0,25.0
PRODUCT_07139,perfumery,500.0,20.0,14.0,22.0
PRODUCT_07140,fashion_bags_accessories,400.0,43.0,16.0,27.0
PRODUCT_07141,toys,1200.0,50.0,10.0,35.0
PRODUCT_07142,furniture_decor,7650.0,25.0,25.0,25.0
PRODUCT_07143,watches_gifts,250.0,16.0,11.0,11.0
PRODUCT_07144,sports_leisure,1500.0,20.0,20.0,20.0
PRODUCT_07145,automotive,400.0,20.0,15.0,15.0
PRODUCT_07146,home_utilities,1950.0,25.0,23.0,21.0
PRODUCT_07147,furniture_decor,600.0,68.0,8.0,13.0
PRODUCT_07148,bed_bath_table,900.0,45.0,15.0,35.0
PRODUCT_07149,sports_leisure,1050.0,40.0,20.0,20.0
PRODUCT_07150,furniture_decor,1400.0,40.0,10.0,40.0
PRODUCT_07151,toys,500.0,23.0,25.0,11.0
PRODUCT_07152,furniture_decor,425.0,30.0,10.0,21.0
PRODUCT_07153,stationery,800.0,35.0,30.0,35.0
PRODUCT_07154,fashion_mens_clothing,750.0,20.0,20.0,20.0
PRODUCT_07155,toys,1300.0,25.0,25.0,20.0
PRODUCT_07156,technical_books,1100.0,29.0,5.0,22.0
PRODUCT_07157,living_room_furniture,4050.0,50.0,10.0,50.0
PRODUCT_07158,fashion_mens_clothing,1900.0,35.0,6.0,45.0
PRODUCT_07159,furniture_decor,1050.0,25.0,20.0,18.0
PRODUCT_07160,bed_bath_table,1150.0,43.0,7.0,30.0
PRODUCT_07161,bed_bath_table,650.0,31.0,13.0,20.0
PRODUCT_07162,bed_bath_table,900.0,45.0,15.0,35.0
PRODUCT_07163,luggage_accessories,3250.0,29.0,35.0,21.0
PRODUCT_07164,fashion_bags_accessories,100.0,16.0,5.0,16.0
PRODUCT_07165,toys,200.0,45.0,15.0,35.0
PRODUCT_07166,sports_leisure,500.0,16.0,12.0,12.0
PRODUCT_07167,Unknown,3000.0,40.0,40.0,40.0
PRODUCT_07168,stationery,1100.0,42.0,20.0,31.0
PRODUCT_07169,pet_shop,250.0,30.0,10.0,15.0
PRODUCT_07170,garden_tools,350.0,23.0,7.0,14.0
PRODUCT_07171,sports_leisure,238.0,19.0,17.0,19.0
PRODUCT_07172,sports_leisure,7600.0,100.0,20.0,25.0
PRODUCT_07173,perfumery,550.0,22.0,16.0,16.0
PRODUCT_07174,fashion_underwear_beachwear,200.0,26.0,5.0,18.0
PRODUCT_07175,watches_gifts,200.0,20.0,8.0,11.0
PRODUCT_07176,bed_bath_table,650.0,35.0,12.0,35.0
PRODUCT_07177,health_beauty,600.0,18.0,9.0,12.0
PRODUCT_07178,bed_bath_table,220.0,32.0,4.0,23.0
PRODUCT_07179,toys,1900.0,34.0,35.0,29.0
PRODUCT_07180,health_beauty,450.0,27.0,14.0,14.0
PRODUCT_07181,home_utilities,650.0,35.0,20.0,25.0
PRODUCT_07182,office_furniture,9150.0,35.0,52.0,35.0
PRODUCT_07183,bed_bath_table,1575.0,41.0,6.0,31.0
PRODUCT_07184,books_general_interest,500.0,18.0,16.0,16.0
PRODUCT_07185,furniture_decor,1275.0,35.0,13.0,23.0
PRODUCT_07186,bed_bath_table,1300.0,40.0,35.0,40.0
PRODUCT_07187,furniture_decor,1750.0,35.0,45.0,35.0
PRODUCT_07188,bed_bath_table,850.0,55.0,7.0,34.0
PRODUCT_07189,home_construction,125.0,16.0,11.0,14.0
PRODUCT_07190,luggage_accessories,1000.0,46.0,10.0,34.0
PRODUCT_07191,furniture_decor,700.0,24.0,19.0,22.0
PRODUCT_07192,baby,300.0,20.0,2.0,20.0
PRODUCT_07193,kitchen_laundry_room_dining_garden_furniture,15300.0,30.0,100.0,25.0
PRODUCT_07194,toys,450.0,38.0,11.0,24.0
PRODUCT_07195,watches_gifts,1000.0,27.0,15.0,25.0
PRODUCT_07196,cool_stuff,1500.0,23.0,15.0,15.0
PRODUCT_07197,fashion_bags_accessories,150.0,17.0,2.0,19.0
PRODUCT_07198,telephony,150.0,19.0,4.0,11.0
PRODUCT_07199,telephony,150.0,17.0,4.0,12.0
PRODUCT_07200,computers_accessories,800.0,35.0,12.0,15.0
PRODUCT_07201,sports_leisure,200.0,18.0,8.0,14.0
PRODUCT_07202,cool_stuff,1033.0,28.0,16.0,17.0
PRODUCT_07203,health_beauty,350.0,16.0,7.0,16.0
PRODUCT_07204,construction_tools_construction,4050.0,19.0,19.0,19.0
PRODUCT_07205,computers_accessories,100.0,13.0,10.0,11.0
PRODUCT_07206,home_utilities,6100.0,22.0,26.0,22.0
PRODUCT_07207,automotive,1036.0,20.0,11.0,13.0
PRODUCT_07208,computers_accessories,200.0,20.0,10.0,15.0
PRODUCT_07209,furniture_decor,600.0,25.0,8.0,25.0
PRODUCT_07210,Unknown,400.0,25.0,8.0,11.0
PRODUCT_07211,health_beauty,1600.0,47.0,18.0,26.0
PRODUCT_07212,fashion_bags_accessories,200.0,16.0,2.0,11.0
PRODUCT_07213,cool_stuff,700.0,47.0,8.0,30.0
PRODUCT_07214,home_utilities,600.0,16.0,12.0,12.0
PRODUCT_07215,automotive,550.0,16.0,5.0,11.0
PRODUCT_07216,electronics,250.0,21.0,7.0,14.0
PRODUCT_07217,baby,855.0,36.0,23.0,28.0
PRODUCT_07218,telephony,250.0,17.0,4.0,12.0
PRODUCT_07219,cool_stuff,422.0,18.0,12.0,15.0
PRODUCT_07220,perfumery,426.0,20.0,16.0,17.0
PRODUCT_07221,fashion_bags_accessories,200.0,16.0,8.0,11.0
PRODUCT_07222,bed_bath_table,1350.0,44.0,2.0,35.0
PRODUCT_07223,computers_accessories,500.0,32.0,12.0,20.0
PRODUCT_07224,automotive,900.0,56.0,12.0,16.0
PRODUCT_07225,landline_phones,850.0,43.0,30.0,33.0
PRODUCT_07226,luggage_accessories,1150.0,30.0,50.0,40.0
PRODUCT_07227,home_utilities,727.0,21.0,19.0,22.0
PRODUCT_07228,home_utilities,9750.0,42.0,28.0,33.0
PRODUCT_07229,sports_leisure,4750.0,19.0,18.0,18.0
PRODUCT_07230,luggage_accessories,700.0,45.0,10.0,31.0
PRODUCT_07231,bed_bath_table,300.0,50.0,8.0,34.0
PRODUCT_07232,consoles_games,175.0,19.0,12.0,17.0
PRODUCT_07233,toys,250.0,18.0,16.0,16.0
PRODUCT_07234,furniture_decor,1300.0,34.0,6.0,26.0
PRODUCT_07235,health_beauty,200.0,16.0,2.0,11.0
PRODUCT_07236,health_beauty,1350.0,16.0,87.0,18.0
PRODUCT_07237,furniture_decor,300.0,16.0,30.0,20.0
PRODUCT_07238,landline_phones,200.0,19.0,5.0,11.0
PRODUCT_07239,computers_accessories,300.0,50.0,5.0,20.0
PRODUCT_07240,office_furniture,12700.0,55.0,70.0,18.0
PRODUCT_07241,consoles_games,665.0,16.0,17.0,16.0
PRODUCT_07242,electronics,800.0,20.0,20.0,20.0
PRODUCT_07243,toys,400.0,30.0,11.0,18.0
PRODUCT_07244,pet_shop,1050.0,20.0,17.0,25.0
PRODUCT_07245,health_beauty,3450.0,30.0,30.0,16.0
PRODUCT_07246,perfumery,400.0,16.0,7.0,20.0
PRODUCT_07247,cool_stuff,900.0,20.0,15.0,15.0
PRODUCT_07248,construction_tools_construction,900.0,26.0,23.0,26.0
PRODUCT_07249,automotive,8450.0,45.0,25.0,45.0
PRODUCT_07250,Unknown,3750.0,42.0,20.0,24.0
PRODUCT_07251,health_beauty,300.0,16.0,4.0,20.0
PRODUCT_07252,fashion_bags_accessories,200.0,17.0,9.0,17.0
PRODUCT_07253,sports_leisure,100.0,16.0,16.0,16.0
PRODUCT_07254,health_beauty,700.0,16.0,16.0,16.0
PRODUCT_07255,telephony,250.0,18.0,4.0,12.0
PRODUCT_07256,sports_leisure,350.0,18.0,8.0,14.0
PRODUCT_07257,automotive,170.0,19.0,14.0,17.0
PRODUCT_07258,bed_bath_table,850.0,38.0,10.0,38.0
PRODUCT_07259,home_utilities,3500.0,51.0,8.0,35.0
PRODUCT_07260,baby,320.0,18.0,14.0,16.0
PRODUCT_07261,automotive,10400.0,40.0,20.0,30.0
PRODUCT_07262,pet_shop,500.0,20.0,18.0,20.0
PRODUCT_07263,pet_shop,1600.0,50.0,20.0,40.0
PRODUCT_07264,construction_tools_garden,2250.0,33.0,33.0,20.0
PRODUCT_07265,baby,1100.0,30.0,5.0,45.0
PRODUCT_07266,bed_bath_table,5350.0,16.0,50.0,40.0
PRODUCT_07267,health_beauty,1600.0,50.0,16.0,40.0
PRODUCT_07268,automotive,250.0,16.0,6.0,16.0
PRODUCT_07269,sports_leisure,628.0,17.0,25.0,14.0
PRODUCT_07270,home_utilities,5800.0,40.0,39.0,45.0
PRODUCT_07271,garden_tools,1650.0,30.0,23.0,20.0
PRODUCT_07272,bed_bath_table,200.0,16.0,12.0,11.0
PRODUCT_07273,bed_bath_table,6350.0,95.0,8.0,50.0
PRODUCT_07274,automotive,6750.0,72.0,4.0,46.0
PRODUCT_07275,health_beauty,5575.0,28.0,23.0,28.0
PRODUCT_07276,stationery,300.0,28.0,7.0,15.0
PRODUCT_07277,bed_bath_table,1175.0,28.0,8.0,28.0
PRODUCT_07278,marketplace,200.0,46.0,4.0,11.0
PRODUCT_07279,garden_tools,15100.0,45.0,45.0,37.0
PRODUCT_07280,furniture_decor,200.0,35.0,2.0,25.0
PRODUCT_07281,kitchen_laundry_room_dining_garden_furniture,3300.0,40.0,20.0,60.0
PRODUCT_07282,sports_leisure,1450.0,24.0,20.0,20.0
PRODUCT_07283,automotive,1775.0,36.0,7.0,24.0
PRODUCT_07284,bed_bath_table,1325.0,19.0,17.0,23.0
PRODUCT_07285,furniture_decor,1000.0,40.0,6.0,32.0
PRODUCT_07286,consoles_games,350.0,16.0,13.0,16.0
PRODUCT_07287,home_utilities,500.0,16.0,18.0,11.0
PRODUCT_07288,health_beauty,429.0,19.0,16.0,18.0
PRODUCT_07289,computers_accessories,1100.0,40.0,20.0,20.0
PRODUCT_07290,computers_accessories,900.0,30.0,6.0,16.0
PRODUCT_07291,telephony,150.0,19.0,4.0,11.0
PRODUCT_07292,bed_bath_table,450.0,28.0,10.0,26.0
PRODUCT_07293,automotive,11200.0,25.0,18.0,18.0
PRODUCT_07294,Unknown,200.0,16.0,5.0,11.0
PRODUCT_07295,health_beauty,1100.0,25.0,13.0,20.0
PRODUCT_07296,toys,1500.0,40.0,25.0,20.0
PRODUCT_07297,consoles_games,556.0,30.0,12.0,15.0
PRODUCT_07298,sports_leisure,1100.0,17.0,4.0,11.0
PRODUCT_07299,telephony,200.0,18.0,6.0,20.0
PRODUCT_07300,health_beauty,710.0,21.0,15.0,11.0
PRODUCT_07301,bed_bath_table,2350.0,20.0,30.0,30.0
PRODUCT_07302,furniture_decor,950.0,31.0,11.0,26.0
PRODUCT_07303,bed_bath_table,3875.0,46.0,12.0,43.0
PRODUCT_07304,computers_accessories,233.0,16.0,14.0,15.0
PRODUCT_07305,sports_leisure,1900.0,25.0,25.0,25.0
PRODUCT_07306,living_room_furniture,6650.0,55.0,11.0,35.0
PRODUCT_07307,bed_bath_table,2100.0,40.0,10.0,30.0
PRODUCT_07308,musical_instruments,6050.0,60.0,15.0,40.0
PRODUCT_07309,health_beauty,30000.0,55.0,75.0,61.0
PRODUCT_07310,fashion_shoes,850.0,22.0,12.0,33.0
PRODUCT_07311,furniture_decor,1100.0,30.0,11.0,11.0
PRODUCT_07312,automotive,14900.0,61.0,25.0,45.0
PRODUCT_07313,bed_bath_table,1100.0,35.0,25.0,30.0
PRODUCT_07314,electronics,2200.0,22.0,7.0,17.0
PRODUCT_07315,home_utilities,183.0,17.0,13.0,12.0
PRODUCT_07316,home_utilities,5900.0,65.0,12.0,45.0
PRODUCT_07317,furniture_decor,3500.0,60.0,40.0,42.0
PRODUCT_07318,furniture_decor,1800.0,40.0,8.0,30.0
PRODUCT_07319,Unknown,3000.0,16.0,21.0,19.0
PRODUCT_07320,computers_accessories,900.0,35.0,15.0,15.0
PRODUCT_07321,health_beauty,338.0,21.0,6.0,21.0
PRODUCT_07322,watches_gifts,800.0,18.0,12.0,19.0
PRODUCT_07323,agro_industry_and_commerce,125.0,20.0,4.0,13.0
PRODUCT_07324,bed_bath_table,2250.0,36.0,16.0,36.0
PRODUCT_07325,fashion_bags_accessories,200.0,16.0,2.0,11.0
PRODUCT_07326,home_utilities,2150.0,45.0,41.0,14.0
PRODUCT_07327,arts,150.0,20.0,4.0,20.0
PRODUCT_07328,bed_bath_table,1100.0,50.0,12.0,12.0
PRODUCT_07329,automotive,300.0,16.0,10.0,16.0
PRODUCT_07330,baby,1450.0,42.0,25.0,15.0
PRODUCT_07331,home_utilities,375.0,16.0,10.0,18.0
PRODUCT_07332,living_room_furniture,1350.0,64.0,13.0,18.0
PRODUCT_07333,telephony,100.0,16.0,3.0,11.0
PRODUCT_07334,air_conditioning,1875.0,27.0,17.0,27.0
PRODUCT_07335,watches_gifts,450.0,19.0,13.0,13.0
PRODUCT_07336,home_construction,750.0,23.0,27.0,27.0
PRODUCT_07337,toys,250.0,21.0,10.0,20.0
PRODUCT_07338,furniture_decor,50.0,19.0,7.0,16.0
PRODUCT_07339,electronics,400.0,16.0,12.0,17.0
PRODUCT_07340,automotive,5550.0,55.0,35.0,30.0
PRODUCT_07341,health_beauty,100.0,22.0,3.0,14.0
PRODUCT_07342,office_furniture,15200.0,58.0,28.0,58.0
PRODUCT_07343,automotive,500.0,30.0,30.0,30.0
PRODUCT_07344,sports_leisure,450.0,35.0,7.0,25.0
PRODUCT_07345,blu_ray_dvds,100.0,19.0,3.0,11.0
PRODUCT_07346,sports_leisure,1300.0,105.0,15.0,15.0
PRODUCT_07347,fashion_bags_accessories,700.0,29.0,31.0,49.0
PRODUCT_07348,food_drink,300.0,20.0,8.0,16.0
PRODUCT_07349,perfumery,438.0,16.0,12.0,17.0
PRODUCT_07350,cool_stuff,1800.0,44.0,29.0,26.0
PRODUCT_07351,bed_bath_table,550.0,16.0,10.0,16.0
PRODUCT_07352,sports_leisure,500.0,22.0,15.0,22.0
PRODUCT_07353,sports_leisure,300.0,19.0,2.0,12.0
PRODUCT_07354,sports_leisure,1795.0,33.0,28.0,23.0
PRODUCT_07355,bed_bath_table,8800.0,33.0,12.0,33.0
PRODUCT_07356,toys,400.0,25.0,45.0,20.0
PRODUCT_07357,bed_bath_table,1350.0,50.0,11.0,11.0
PRODUCT_07358,consoles_games,305.0,20.0,12.0,19.0
PRODUCT_07359,home_utilities,825.0,43.0,19.0,18.0
PRODUCT_07360,home_utilities,500.0,18.0,16.0,16.0
PRODUCT_07361,musical_instruments,900.0,54.0,7.0,54.0
PRODUCT_07362,luggage_accessories,284.0,16.0,14.0,15.0
PRODUCT_07363,bed_bath_table,1900.0,49.0,7.0,40.0
PRODUCT_07364,office_furniture,9350.0,52.0,51.0,17.0
PRODUCT_07365,office_furniture,650.0,40.0,11.0,11.0
PRODUCT_07366,garden_tools,1800.0,30.0,10.0,25.0
PRODUCT_07367,watches_gifts,505.0,18.0,10.0,13.0
PRODUCT_07368,construction_tools_garden,1725.0,22.0,21.0,14.0
PRODUCT_07369,fashion_bags_accessories,200.0,16.0,2.0,11.0
PRODUCT_07370,stationery,1500.0,38.0,30.0,28.0
PRODUCT_07371,home_construction,750.0,40.0,17.0,15.0
PRODUCT_07372,computers_accessories,6550.0,20.0,20.0,20.0
PRODUCT_07373,Unknown,10750.0,34.0,20.0,30.0
PRODUCT_07374,automotive,11450.0,60.0,60.0,19.0
PRODUCT_07375,bed_bath_table,950.0,50.0,16.0,16.0
PRODUCT_07376,stationery,1900.0,40.0,16.0,35.0
PRODUCT_07377,furniture_decor,2500.0,49.0,13.0,41.0
PRODUCT_07378,furniture_decor,1400.0,40.0,10.0,34.0
PRODUCT_07379,home_utilities,15000.0,52.0,28.0,52.0
PRODUCT_07380,garden_tools,23700.0,81.0,35.0,17.0
PRODUCT_07381,bed_bath_table,833.0,48.0,7.0,40.0
PRODUCT_07382,toys,2208.0,34.0,23.0,24.0
PRODUCT_07383,home_utilities,800.0,16.0,20.0,15.0
PRODUCT_07384,health_beauty,200.0,20.0,10.0,20.0
PRODUCT_07385,furniture_decor,1000.0,40.0,7.0,34.0
PRODUCT_07386,watches_gifts,450.0,16.0,2.0,11.0
PRODUCT_07387,small_appliances,2900.0,16.0,34.0,32.0
PRODUCT_07388,home_utilities,17300.0,40.0,70.0,40.0
PRODUCT_07389,baby,8250.0,60.0,40.0,20.0
PRODUCT_07390,automotive,3300.0,35.0,20.0,20.0
PRODUCT_07391,bed_bath_table,1000.0,42.0,8.0,36.0
PRODUCT_07392,home_utilities,950.0,25.0,32.0,25.0
PRODUCT_07393,baby,700.0,20.0,20.0,30.0
PRODUCT_07394,automotive,3100.0,21.0,21.0,21.0
PRODUCT_07395,musical_instruments,2900.0,47.0,9.0,47.0
PRODUCT_07396,cool_stuff,1700.0,28.0,36.0,27.0
PRODUCT_07397,home_utilities,1350.0,28.0,23.0,25.0
PRODUCT_07398,home_utilities,1250.0,28.0,20.0,28.0
PRODUCT_07399,garden_tools,2900.0,17.0,26.0,27.0
PRODUCT_07400,bed_bath_table,2150.0,50.0,10.0,40.0
PRODUCT_07401,furniture_decor,1050.0,25.0,25.0,25.0
PRODUCT_07402,stationery,3200.0,28.0,55.0,37.0
PRODUCT_07403,computers_accessories,867.0,32.0,14.0,14.0
PRODUCT_07404,electronics,175.0,20.0,12.0,16.0
PRODUCT_07405,stationery,900.0,24.0,7.0,14.0
PRODUCT_07406,sports_leisure,600.0,23.0,23.0,23.0
PRODUCT_07407,sports_leisure,450.0,18.0,18.0,18.0
PRODUCT_07408,Unknown,16000.0,58.0,28.0,58.0
PRODUCT_07409,electronics,200.0,16.0,6.0,14.0
PRODUCT_07410,bed_bath_table,1600.0,40.0,7.0,34.0
PRODUCT_07411,home_appliances_2,11900.0,65.0,35.0,35.0
PRODUCT_07412,health_beauty,575.0,17.0,15.0,13.0
PRODUCT_07413,home_utilities,2350.0,29.0,34.0,16.0
PRODUCT_07414,bed_bath_table,450.0,35.0,3.0,28.0
PRODUCT_07415,bed_bath_table,1400.0,35.0,20.0,48.0
PRODUCT_07416,home_utilities,350.0,30.0,10.0,16.0
PRODUCT_07417,automotive,4300.0,78.0,4.0,47.0
PRODUCT_07418,furniture_decor,700.0,35.0,2.0,25.0
PRODUCT_07419,garden_tools,1100.0,25.0,25.0,25.0
PRODUCT_07420,bed_bath_table,1650.0,44.0,2.0,35.0
PRODUCT_07421,sports_leisure,700.0,16.0,23.0,15.0
PRODUCT_07422,garden_tools,550.0,30.0,8.0,25.0
PRODUCT_07423,health_beauty,350.0,20.0,20.0,20.0
PRODUCT_07424,industry_commerce_and_business,900.0,40.0,30.0,30.0
PRODUCT_07425,automotive,5100.0,65.0,25.0,25.0
PRODUCT_07426,telephony,300.0,17.0,4.0,12.0
PRODUCT_07427,furniture_decor,1200.0,34.0,8.0,24.0
PRODUCT_07428,toys,300.0,18.0,14.0,11.0
PRODUCT_07429,books_general_interest,1200.0,15.0,15.0,19.0
PRODUCT_07430,sports_leisure,600.0,40.0,8.0,11.0
PRODUCT_07431,bed_bath_table,3700.0,50.0,10.0,40.0
PRODUCT_07432,office_furniture,11400.0,58.0,40.0,58.0
PRODUCT_07433,cool_stuff,600.0,40.0,30.0,40.0
PRODUCT_07434,health_beauty,538.0,23.0,12.0,34.0
PRODUCT_07435,computers_accessories,100.0,20.0,3.0,15.0
PRODUCT_07436,furniture_decor,300.0,80.0,10.0,60.0
PRODUCT_07437,computers_accessories,1850.0,39.0,12.0,22.0
PRODUCT_07438,bed_bath_table,1956.0,45.0,18.0,35.0
PRODUCT_07439,home_construction,15000.0,50.0,30.0,50.0
PRODUCT_07440,computers_accessories,200.0,41.0,2.0,29.0
PRODUCT_07441,fashion_bags_accessories,100.0,16.0,14.0,14.0
PRODUCT_07442,bed_bath_table,450.0,45.0,15.0,35.0
PRODUCT_07443,telephony,100.0,16.0,3.0,11.0
